Reaction,Annotation
rxn20650,  Carbohydrate metabolism
rxn04786,  Amino acid metabolism
rxn41427,
rxn38134,  Nucleotide metabolism
rxn09122,  Nucleotide metabolism
rxn00833,  Nucleotide metabolism
rxn32195,  Amino acid metabolism
rxn03845,  Xenobiotics biodegradation and metabolism
rxn07140,  Metabolism of terpenoids and polyketides
rxn32613,  Metabolism of cofactors and vitamins
rxn00513,  Nucleotide metabolism
rxn07462,  Metabolism of terpenoids and polyketides
rxn33688,  Biosynthesis of other secondary metabolites
rxn31385,
rxn20263,  Metabolism of cofactors and vitamins
rxn03439,  Glycan biosynthesis and metabolism
rxn09777,  Xenobiotics biodegradation and metabolism
rxn13989,  Metabolism of terpenoids and polyketides
rxn02527,  Carbohydrate metabolism
rxn03344,  Amino acid metabolism
rxn32733,
rxn32996,  Carbohydrate metabolism
rxn16354,  Xenobiotics biodegradation and metabolism
rxn16762,  Metabolism of terpenoids and polyketides
rxn06025,  Metabolism of other amino acids
rxn32711,  Carbohydrate metabolism
rxn37872,  Carbohydrate metabolism
rxn31753,  Amino acid metabolism
rxn23648,
rxn11734,  Metabolism of other amino acids
rxn00671,
rxn17854,  Lipid metabolism
rxn01990,  Carbohydrate metabolism
rxn05902,
rxn03576,  Xenobiotics biodegradation and metabolism
rxn35449,  Metabolism of terpenoids and polyketides
rxn32488,
rxn40611,
rxn08114,  Carbohydrate metabolism
rxn38512,  Metabolism of other amino acids
rxn33488,  Carbohydrate metabolism
rxn03587,  Xenobiotics biodegradation and metabolism
rxn01213,  Metabolism of terpenoids and polyketides
rxn34245,  Carbohydrate metabolism
rxn01467,  Metabolism of terpenoids and polyketides
rxn15091,  Amino acid metabolism
rxn00116,  Nucleotide metabolism
rxn05458,  Lipid metabolism
rxn38539,  Lipid metabolism
rxn02266,  Amino acid metabolism
rxn35346,  Biosynthesis of other secondary metabolites
rxn15679,  Lipid metabolism
rxn04095,  Xenobiotics biodegradation and metabolism
rxn05160,  Nucleotide metabolism
rxn13941,  Glycan biosynthesis and metabolism
rxn15998,  Xenobiotics biodegradation and metabolism
rxn01025,  Nucleotide metabolism
rxn16607,
rxn23797,  Metabolism of cofactors and vitamins
rxn30578,  Nucleotide metabolism
rxn35551,  Amino acid metabolism
rxn19936,  Nucleotide metabolism
rxn08535,
rxn00908,  Carbohydrate metabolism
rxn01483,  Carbohydrate metabolism
rxn31363,  Amino acid metabolism
rxn16053,  Metabolism of terpenoids and polyketides
rxn29978,  Carbohydrate metabolism
EXpd10515,
rxn01294,  Xenobiotics biodegradation and metabolism
rxn06092,  Lipid metabolism
rxn36683,  Lipid metabolism
rxn05011,
rxn01236,  Carbohydrate metabolism
rxn05220,  Nucleotide metabolism
rxn00924,
rxn05054,  Metabolism of cofactors and vitamins
rxn03654,  Xenobiotics biodegradation and metabolism
rxn19956,  Biosynthesis of other secondary metabolites
rxn13994,
rxn35440,  Xenobiotics biodegradation and metabolism
rxn31867,  Glycan biosynthesis and metabolism
rxn00677,  Carbohydrate metabolism
rxn32569,  Carbohydrate metabolism
rxn21212,  Amino acid metabolism
rxn00022,  Carbohydrate metabolism
rxn14089,  Xenobiotics biodegradation and metabolism
rxn04143,  Carbohydrate metabolism
rxn03034,  Amino acid metabolism
rxn07725,  Lipid metabolism
rxn14321,  Biosynthesis of other secondary metabolites
rxn33365,  Nucleotide metabolism
rxn38831,  Nucleotide metabolism
rxn31960,  Metabolism of cofactors and vitamins
rxn05223,  Nucleotide metabolism
rxn16592,
rxn01943,  Amino acid metabolism
rxn32174,  Energy metabolism
rxn03491,  Metabolism of cofactors and vitamins
rxn01996,  Amino acid metabolism
rxn31478,  Glycan biosynthesis and metabolism
rxn00901,
rxn36507,  Lipid metabolism
rxn16246,  Xenobiotics biodegradation and metabolism
rxn12080,
rxn07255,  Lipid metabolism
rxn02894,  Amino acid metabolism
rxn30458,
rxn05012,  Amino acid metabolism
rxn03586,  Xenobiotics biodegradation and metabolism
rxn03400,  Amino acid metabolism
rxn10447,  Energy metabolism
rxn28082,  Metabolism of cofactors and vitamins
rxn05093,  Energy metabolism
rxn07360,  Metabolism of terpenoids and polyketides
rxn32690,  Amino acid metabolism
rxn16543,  Carbohydrate metabolism
rxn06418,
rxn11859,  Energy metabolism
rxn00489,  Amino acid metabolism
rxn04359,  Metabolism of terpenoids and polyketides
rxn35284,  Amino acid metabolism
rxn14091,  Amino acid metabolism
rxn30008,
rxn09472,  Metabolism of other amino acids
rxn36479,  Lipid metabolism
rxn07603,  Biosynthesis of other secondary metabolites
rxn15125,  Carbohydrate metabolism
rxn38132,
rxn04476,  Metabolism of terpenoids and polyketides
rxn14156,  Biosynthesis of other secondary metabolites
rxn00024,  Amino acid metabolism
rxn16045,  Xenobiotics biodegradation and metabolism
rxn38069,  Carbohydrate metabolism
rxn38459,  Carbohydrate metabolism
rxn07474,  Carbohydrate metabolism
rxn30531,
rxn16788,
rxn09113,  Metabolism of cofactors and vitamins
rxn37686,  Lipid metabolism
rxn34220,
rxn03935,  Xenobiotics biodegradation and metabolism
rxn00472,
rxn16579,  Metabolism of terpenoids and polyketides
rxn36681,  Lipid metabolism
rxn16222,  Metabolism of terpenoids and polyketides
rxn03039,  Nucleotide metabolism
rxn09657,  Xenobiotics biodegradation and metabolism
rxn15743,  Carbohydrate metabolism
rxn03304,  Lipid metabolism
rxn07350,  Metabolism of terpenoids and polyketides
rxn12114,
rxn04601,  Amino acid metabolism
rxn03870,  Xenobiotics biodegradation and metabolism
rxn38359,  Carbohydrate metabolism
rxn29019,  Metabolism of terpenoids and polyketides
rxn03882,  Xenobiotics biodegradation and metabolism
rxn01517,  Nucleotide metabolism
rxn04586,  Biosynthesis of other secondary metabolites
rxn16329,  Metabolism of terpenoids and polyketides
rxn33702,  Lipid metabolism
rxn01279,  Carbohydrate metabolism
rxn34299,  Carbohydrate metabolism
rxn31878,  Lipid metabolism
rxn08222,
rxn28803,  Metabolism of terpenoids and polyketides
rxn29942,  Nucleotide metabolism
rxn01146,  Nucleotide metabolism
rxn35958,
rxn27455,  Xenobiotics biodegradation and metabolism
rxn31276,  Lipid metabolism
rxn32811,
rxn02094,  Carbohydrate metabolism
rxn27520,  Metabolism of terpenoids and polyketides
rxn31088,
rxn02779,  Amino acid metabolism
rxn32917,  Nucleotide metabolism
rxn16096,  Xenobiotics biodegradation and metabolism
rxn27108,  Amino acid metabolism
rxn32095,  Nucleotide metabolism
rxn04442,  Metabolism of terpenoids and polyketides
rxn32164,
rxn13141,  Metabolism of cofactors and vitamins
rxn03901,  Glycan biosynthesis and metabolism
rxn33610,
rxn05222,  Nucleotide metabolism
rxn38020,  Nucleotide metabolism
rxn38811,  Lipid metabolism
rxn33078,  Amino acid metabolism
rxn00995,
rxn28146,
rxn32242,  Amino acid metabolism
rxn33446,  Carbohydrate metabolism
rxn00623,  Energy metabolism
rxn01610,  Amino acid metabolism
rxn01746,  Nucleotide metabolism
rxn05763,
rxn33091,  Carbohydrate metabolism
rxn27933,  Amino acid metabolism
rxn04593,  Biosynthesis of other secondary metabolites
R03018,  Metabolism of cofactors and vitamins
rxn02000,  Biosynthesis of other secondary metabolites
rxn02212,  Amino acid metabolism
rxn08068,  Lipid metabolism
rxn00796,  Nucleotide metabolism
rxn37640,  Energy metabolism
rxn06723,  Glycan biosynthesis and metabolism
rxn32399,  Amino acid metabolism
rxn02123,  Carbohydrate metabolism
rxn15220,  Carbohydrate metabolism
rxn07909,  Xenobiotics biodegradation and metabolism
rxn16497,  Metabolism of terpenoids and polyketides
rxn38183,  Nucleotide metabolism
rxn27362,  Amino acid metabolism
rxn00634,  Carbohydrate metabolism
rxn14275,
rxn05085,
rxn10052,  Energy metabolism
rxn01221,  Nucleotide metabolism
rxn03095,
rxn01151,
rxn04841,  Lipid metabolism
rxn00244,
rxn02663,  Xenobiotics biodegradation and metabolism
rxn21401,
rxn34248,  Metabolism of other amino acids
rxn15644,  Xenobiotics biodegradation and metabolism
rxn32122,  Carbohydrate metabolism
rxn19989,  Lipid metabolism
rxn41021,
rxn14216,
rxn03869,  Xenobiotics biodegradation and metabolism
rxn38693,
rxn38342,  Carbohydrate metabolism
rxn47880,
rxn04043,
rxn32673,
rxn00196,  Carbohydrate metabolism
rxn01579,  Amino acid metabolism
rxn33862,  Metabolism of terpenoids and polyketides
rxn06905,
rxn15330,  Amino acid metabolism
rxn27670,  Amino acid metabolism
rxn19730,  Metabolism of terpenoids and polyketides
rxn39318,  Lipid metabolism
EXpd03725,
rxn00054,  Amino acid metabolism
rxn03194,
rxn06258,
rxn01006,  Carbohydrate metabolism
rxn38054,  Amino acid metabolism
rxn07345,  Metabolism of cofactors and vitamins
rxn15877,  Carbohydrate metabolism
rxn11766,  Xenobiotics biodegradation and metabolism
rxn16623,
rxn06429,
rxn04602,  Amino acid metabolism
rxn15188,  Carbohydrate metabolism
rxn04999,  Amino acid metabolism
rxn01164,  Lipid metabolism
rxn30763,  Xenobiotics biodegradation and metabolism
rxn04275,  Metabolism of terpenoids and polyketides
rxn00223,
rxn02083,  Amino acid metabolism
rxn33603,  Energy metabolism
rxn10056,  Energy metabolism
rxn04597,  Amino acid metabolism
rxn01724,  Metabolism of cofactors and vitamins
rxn28310,  Metabolism of cofactors and vitamins
rxn44067,
rxn02118,  Biosynthesis of other secondary metabolites
rxn16317,
rxn35430,  Amino acid metabolism
rxn00078,
rxn15061,  Carbohydrate metabolism
rxn34626,  Carbohydrate metabolism
rxn30534,
rxn09193,  Metabolism of other amino acids
rxn38240,  Nucleotide metabolism
rxn07630,  Xenobiotics biodegradation and metabolism
rxn35433,  Nucleotide metabolism
rxn03537,  Metabolism of cofactors and vitamins
rxn15831,  Metabolism of other amino acids
rxn15363,  Carbohydrate metabolism
rxn02823,  Amino acid metabolism
rxn14311,  Lipid metabolism
rxn00723,  Xenobiotics biodegradation and metabolism
rxn00926,  Nucleotide metabolism
rxn10897,  Metabolism of cofactors and vitamins
rxn04930,  Carbohydrate metabolism
rxn05563,
rxn03129,
EXpd00032,
rxn08166,  Metabolism of cofactors and vitamins
rxn46214,
rxn02092,  Carbohydrate metabolism
rxn33497,  Energy metabolism
rxn02260,
rxn13812,
rxn02629,  Xenobiotics biodegradation and metabolism
rxn04788,  Amino acid metabolism
rxn02744,  Amino acid metabolism
rxn04903,  Xenobiotics biodegradation and metabolism
rxn47074,
rxn03763,  Biosynthesis of other secondary metabolites
rxn16129,  Metabolism of terpenoids and polyketides
rxn12649,  Metabolism of cofactors and vitamins
rxn05109,  Amino acid metabolism
rxn02431,  Energy metabolism
rxn37871,
rxn20649,  Amino acid metabolism
rxn33891,
rxn15005,  Carbohydrate metabolism
rxn03596,  Xenobiotics biodegradation and metabolism
rxn11036,
rxn15161,  Carbohydrate metabolism
rxn16224,  Metabolism of terpenoids and polyketides
rxn33629,  Amino acid metabolism
rxn33143,  Metabolism of cofactors and vitamins
rxn05349,  Lipid metabolism
rxn06907,  Xenobiotics biodegradation and metabolism
rxn30071,  Amino acid metabolism
rxn32196,  Carbohydrate metabolism
rxn13962,  Amino acid metabolism
EXpd00412,
rxn03056,  Amino acid metabolism
rxn00313,  Amino acid metabolism
rxn08434,  Lipid metabolism
rxn32425,  Metabolism of cofactors and vitamins
rxn05048,
rxn01148,
rxn09441,  Lipid metabolism
rxn08162,  Nucleotide metabolism
rxn00991,
rxn28612,  Amino acid metabolism
rxn15351,  Carbohydrate metabolism
rxn16641,  Amino acid metabolism
rxn14026,  Lipid metabolism
rxn11210,
rxn38142,  Amino acid metabolism
rxn00337,  Amino acid metabolism
rxn07487,  Carbohydrate metabolism
rxn16520,
rxn33663,  Nucleotide metabolism
rxn16184,  Metabolism of terpenoids and polyketides
rxn01635,  Amino acid metabolism
rxn15633,  Carbohydrate metabolism
rxn09106,  Metabolism of cofactors and vitamins
rxn01619,  Carbohydrate metabolism
rxn09934,  Xenobiotics biodegradation and metabolism
rxn24064,  Metabolism of cofactors and vitamins
rxn42058,
rxn01607,  Metabolism of terpenoids and polyketides
rxn00979,  Carbohydrate metabolism
rxn16182,  Metabolism of terpenoids and polyketides
rxn08543,
rxn05491,
rxn02010,  Glycan biosynthesis and metabolism
rxn32139,  Carbohydrate metabolism
rxn16845,  Energy metabolism
rxn00100,  Metabolism of cofactors and vitamins
rxn07903,  Xenobiotics biodegradation and metabolism
rxn02716,  Metabolism of cofactors and vitamins
rxn23441,  Biosynthesis of other secondary metabolites
EXpd00072,
rxn05214,  Nucleotide metabolism
rxn06138,  Lipid metabolism
rxn01252,  Metabolism of cofactors and vitamins
rxn32749,  Metabolism of terpenoids and polyketides
rxn16359,  Amino acid metabolism
rxn04356,  Metabolism of terpenoids and polyketides
rxn07479,  Xenobiotics biodegradation and metabolism
rxn38863,  Amino acid metabolism
rxn06874,  Energy metabolism
rxn03821,  Metabolism of terpenoids and polyketides
rxn16233,  Energy metabolism
rxn09339,  Metabolism of terpenoids and polyketides
rxn40743,
rxn00602,  Amino acid metabolism
rxn27936,  Amino acid metabolism
rxn35519,  Carbohydrate metabolism
rxn03272,
rxn30078,
rxn30780,  Lipid metabolism
rxn06831,  Metabolism of cofactors and vitamins
rxn38679,  Metabolism of terpenoids and polyketides
rxn01277,  Carbohydrate metabolism
rxn03146,  Glycan biosynthesis and metabolism
rxn01734,  Carbohydrate metabolism
rxn11962,  Amino acid metabolism
rxn04512,  Metabolism of terpenoids and polyketides
rxn06798,  Lipid metabolism
EXpd00035,
rxn02982,  Xenobiotics biodegradation and metabolism
rxn12933,
rxn15368,  Amino acid metabolism
rxn08290,
rxn36714,  Lipid metabolism
rxn00358,  Carbohydrate metabolism
rxn09463,  Metabolism of other amino acids
rxn37816,  Xenobiotics biodegradation and metabolism
rxn46442,
rxn02427,  Metabolism of cofactors and vitamins
rxn30256,  Metabolism of cofactors and vitamins
rxn44825,
rxn25582,
EXpd15560,
rxn00403,  Amino acid metabolism
rxn19030,  Carbohydrate metabolism
rxn32194,  Amino acid metabolism
rxn02688,  Xenobiotics biodegradation and metabolism
rxn17399,  Metabolism of cofactors and vitamins
EXpd00119,
rxn02295,  Amino acid metabolism
rxn16175,  Metabolism of terpenoids and polyketides
rxn16226,  Metabolism of terpenoids and polyketides
rxn03598,  Xenobiotics biodegradation and metabolism
rxn01231,  Metabolism of other amino acids
rxn11755,  Xenobiotics biodegradation and metabolism
rxn39005,  Biosynthesis of other secondary metabolites
rxn16091,  Xenobiotics biodegradation and metabolism
rxn00935,  Carbohydrate metabolism
rxn19141,
rxn16409,  Xenobiotics biodegradation and metabolism
EXpd03718,
EXpd00025,
rxn11774,  Xenobiotics biodegradation and metabolism
rxn32044,
rxn16566,
EXpd00001,
rxn16513,  Carbohydrate metabolism
rxn31264,
rxn31243,  Carbohydrate metabolism
rxn46500,
rxn15496,  Lipid metabolism
rxn31895,  Nucleotide metabolism
rxn13980,  Lipid metabolism
rxn07729,  Biosynthesis of other secondary metabolites
rxn01389,  Carbohydrate metabolism
rxn07759,  Biosynthesis of other secondary metabolites
rxn15745,  Carbohydrate metabolism
rxn15954,  Carbohydrate metabolism
rxn03535,  Metabolism of cofactors and vitamins
rxn32516,  Amino acid metabolism
rxn01195,  Xenobiotics biodegradation and metabolism
rxn00152,  Carbohydrate metabolism
rxn18910,  Nucleotide metabolism
rxn32557,  Amino acid metabolism
rxn32901,  Amino acid metabolism
rxn08204,
rxn38034,  Carbohydrate metabolism
rxn38970,  Lipid metabolism
rxn04479,  Metabolism of terpenoids and polyketides
rxn32450,  Metabolism of terpenoids and polyketides
rxn14263,  Metabolism of cofactors and vitamins
rxn20630,  Amino acid metabolism
rxn27932,  Amino acid metabolism
rxn07901,  Xenobiotics biodegradation and metabolism
rxn31404,  Xenobiotics biodegradation and metabolism
rxn03481,  Carbohydrate metabolism
rxn39948,
rxn32133,  Metabolism of cofactors and vitamins
rxn00638,  Carbohydrate metabolism
EXpd00343,
rxn14126,  Metabolism of terpenoids and polyketides
rxn46750,
rxn09124,  Metabolism of cofactors and vitamins
rxn04604,  Amino acid metabolism
rxn06678,  Carbohydrate metabolism
EXpd00084,
rxn15293,  Carbohydrate metabolism
rxn22535,  Carbohydrate metabolism
rxn33822,  Carbohydrate metabolism
rxn13979,  Metabolism of other amino acids
rxn07155,  Biosynthesis of other secondary metabolites
rxn07341,  Metabolism of terpenoids and polyketides
rxn03341,  Amino acid metabolism
rxn00617,
rxn15962,  Energy metabolism
rxn03896,  Xenobiotics biodegradation and metabolism
rxn34734,  Lipid metabolism
rxn14077,  Amino acid metabolism
rxn00867,  Amino acid metabolism
rxn16251,  Xenobiotics biodegradation and metabolism
rxn02052,  Metabolism of terpenoids and polyketides
rxn27266,
EXpd00132,
rxn11004,  Amino acid metabolism
rxn04360,  Metabolism of terpenoids and polyketides
rxn03547,  Xenobiotics biodegradation and metabolism
rxn37127,  Metabolism of terpenoids and polyketides
rxn07849,  Energy metabolism
rxn45899,
rxn04603,  Amino acid metabolism
rxn05244,
rxn08551,
rxn39247,
rxn03814,  Metabolism of terpenoids and polyketides
rxn02129,  Metabolism of cofactors and vitamins
rxn04358,  Metabolism of terpenoids and polyketides
rxn15641,  Xenobiotics biodegradation and metabolism
rxn30151,  Amino acid metabolism
rxn03264,
rxn03372,
rxn28804,
rxn32982,  Nucleotide metabolism
rxn15315,  Lipid metabolism
EXpd00254,
rxn32257,  Nucleotide metabolism
rxn08947,  Metabolism of cofactors and vitamins
rxn33352,  Energy metabolism
rxn31407,  Lipid metabolism
rxn06926,  Xenobiotics biodegradation and metabolism
rxn32605,  Metabolism of other amino acids
rxn31324,  Lipid metabolism
rxn04483,  Metabolism of terpenoids and polyketides
rxn00004,  Xenobiotics biodegradation and metabolism
rxn15652,  Xenobiotics biodegradation and metabolism
rxn03437,  Amino acid metabolism
rxn14202,
rxn19322,  Metabolism of cofactors and vitamins
rxn00369,  Nucleotide metabolism
rxn05871,  Lipid metabolism
rxn31783,  Amino acid metabolism
rxn32580,
rxn06043,  Lipid metabolism
rxn03852,
rxn05627,
rxn23024,
rxn34273,  Nucleotide metabolism
rxn28183,  Amino acid metabolism
rxn11834,  Xenobiotics biodegradation and metabolism
rxn11569,
rxn32500,
rxn16800,  Carbohydrate metabolism
rxn11775,
rxn33563,  Carbohydrate metabolism
rxn27429,
rxn07372,  Metabolism of terpenoids and polyketides
rxn46348,
rxn11877,  Carbohydrate metabolism
rxn03951,  Metabolism of cofactors and vitamins
rxn33328,  Carbohydrate metabolism
rxn38087,
rxn06149,  Energy metabolism
EXpd00161,
rxn27852,  Energy metabolism
rxn08016,
rxn00286,  Energy metabolism
rxn08213,
rxn33147,
rxn15785,  Metabolism of cofactors and vitamins
rxn03600,  Xenobiotics biodegradation and metabolism
rxn03663,  Xenobiotics biodegradation and metabolism
rxn03875,  Xenobiotics biodegradation and metabolism
rxn31923,  Carbohydrate metabolism
rxn10604,  Metabolism of cofactors and vitamins
rxn16802,  Xenobiotics biodegradation and metabolism
rxn16235,  Energy metabolism
rxn02866,  Amino acid metabolism
rxn16252,  Xenobiotics biodegradation and metabolism
rxn04010,
rxn02090,  Amino acid metabolism
rxn08900,  Metabolism of cofactors and vitamins
rxn01911,  Carbohydrate metabolism
rxn16128,  Metabolism of terpenoids and polyketides
rxn19806,  Carbohydrate metabolism
rxn00334,  Carbohydrate metabolism
rxn38244,  Nucleotide metabolism
rxn41088,
rxn23401,  Biosynthesis of other secondary metabolites
rxn07468,  Metabolism of terpenoids and polyketides
rxn08682,  Metabolism of cofactors and vitamins
rxn32064,  Metabolism of other amino acids
rxn01004,  Amino acid metabolism
rxn35431,
rxn15636,  Metabolism of terpenoids and polyketides
rxn04337,  Metabolism of terpenoids and polyketides
rxn33633,  Carbohydrate metabolism
rxn25970,
rxn00598,  Amino acid metabolism
rxn31885,  Amino acid metabolism
rxn35957,
rxn00113,  Amino acid metabolism
rxn32794,  Amino acid metabolism
rxn03765,  Biosynthesis of other secondary metabolites
rxn10434,
rxn00234,  Carbohydrate metabolism
rxn27789,  Carbohydrate metabolism
rxn02132,
rxn27892,
rxn31962,  Xenobiotics biodegradation and metabolism
rxn02981,  Xenobiotics biodegradation and metabolism
rxn41785,
rxn09145,  Metabolism of cofactors and vitamins
rxn00002,  Amino acid metabolism
rxn02226,  Amino acid metabolism
rxn25701,
rxn16085,  Xenobiotics biodegradation and metabolism
rxn32658,
rxn16593,
rxn33490,  Energy metabolism
rxn38130,  Amino acid metabolism
rxn33789,  Amino acid metabolism
rxn04752,  Xenobiotics biodegradation and metabolism
rxn24177,  Xenobiotics biodegradation and metabolism
rxn04096,  Xenobiotics biodegradation and metabolism
rxn09301,  Nucleotide metabolism
rxn34509,
rxn02176,  Metabolism of cofactors and vitamins
rxn07889,  Xenobiotics biodegradation and metabolism
rxn04745,  Xenobiotics biodegradation and metabolism
rxn14053,  Metabolism of terpenoids and polyketides
rxn03983,  Energy metabolism
rxn03602,  Xenobiotics biodegradation and metabolism
rxn16679,  Amino acid metabolism
rxn28100,  Amino acid metabolism
rxn09422,  Lipid metabolism
rxn04953,
rxn05313,  Lipid metabolism
rxn31383,
rxn23800,  Lipid metabolism
rxn02625,  Carbohydrate metabolism
rxn15272,  Energy metabolism
rxn28267,  Metabolism of other amino acids
rxn06088,  Lipid metabolism
rxn00160,  Carbohydrate metabolism
rxn12800,  Carbohydrate metabolism
rxn00542,  Carbohydrate metabolism
rxn33728,  Lipid metabolism
EXpd15269,
rxn00577,  Carbohydrate metabolism
rxn03734,  Xenobiotics biodegradation and metabolism
rxn33681,  Carbohydrate metabolism
rxn32343,  Metabolism of other amino acids
rxn00891,  Carbohydrate metabolism
rxn30391,
rxn04475,  Metabolism of terpenoids and polyketides
rxn28277,  Lipid metabolism
rxn31883,  Xenobiotics biodegradation and metabolism
rxn32553,
rxn21213,  Carbohydrate metabolism
rxn38906,  Amino acid metabolism
rxn20663,  Amino acid metabolism
rxn10074,  Energy metabolism
rxn29789,  Carbohydrate metabolism
rxn02145,  Metabolism of cofactors and vitamins
rxn27000,  Amino acid metabolism
rxn03798,  Xenobiotics biodegradation and metabolism
rxn03152,  Xenobiotics biodegradation and metabolism
rxn05887,
rxn05948,
rxn39962,
rxn16151,  Carbohydrate metabolism
rxn26470,  Metabolism of terpenoids and polyketides
rxn37672,  Lipid metabolism
rxn14007,  Lipid metabolism
rxn13519,
rxn24213,
rxn40324,  Metabolism of terpenoids and polyketides
rxn29048,  Carbohydrate metabolism
rxn03378,
rxn03922,  Xenobiotics biodegradation and metabolism
rxn27543,
rxn15306,  Nucleotide metabolism
rxn20769,  Biosynthesis of other secondary metabolites
rxn05224,  Nucleotide metabolism
rxn04592,  Biosynthesis of other secondary metabolites
rxn02478,  Xenobiotics biodegradation and metabolism
rxn16021,  Xenobiotics biodegradation and metabolism
rxn10099,  Energy metabolism
EXpd17026,
rxn38104,  Metabolism of terpenoids and polyketides
rxn33066,  Carbohydrate metabolism
rxn01780,
rxn03150,  Metabolism of cofactors and vitamins
rxn24055,  Metabolism of terpenoids and polyketides
rxn05229,  Nucleotide metabolism
rxn33550,
rxn04782,  Xenobiotics biodegradation and metabolism
rxn10271,  Energy metabolism
rxn32104,  Metabolism of cofactors and vitamins
rxn08295,
rxn07181,  Xenobiotics biodegradation and metabolism
rxn00321,  Amino acid metabolism
rxn08392,  Lipid metabolism
rxn07898,  Xenobiotics biodegradation and metabolism
rxn00792,  Metabolism of cofactors and vitamins
rxn03040,  Amino acid metabolism
rxn15662,  Carbohydrate metabolism
rxn31847,  Nucleotide metabolism
rxn03799,  Xenobiotics biodegradation and metabolism
rxn02445,  Lipid metabolism
rxn08161,
rxn37797,  Nucleotide metabolism
rxn13143,  Metabolism of cofactors and vitamins
rxn04502,  Metabolism of terpenoids and polyketides
rxn03658,  Biosynthesis of other secondary metabolites
rxn16385,  Metabolism of cofactors and vitamins
EXpd00022,
rxn11643,  Metabolism of cofactors and vitamins
rxn33856,  Nucleotide metabolism
rxn05179,  Nucleotide metabolism
rxn03728,  Xenobiotics biodegradation and metabolism
rxn20661,  Amino acid metabolism
rxn01022,  Amino acid metabolism
rxn03343,  Amino acid metabolism
rxn41952,
rxn07745,  Biosynthesis of other secondary metabolites
rxn02904,
rxn33707,  Lipid metabolism
rxn43341,
rxn32074,  Metabolism of cofactors and vitamins
rxn02369,  Xenobiotics biodegradation and metabolism
rxn25709,
rxn01122,  Carbohydrate metabolism
rxn30128,
rxn28045,
rxn05235,  Nucleotide metabolism
rxn14083,
rxn04445,  Metabolism of terpenoids and polyketides
rxn01187,  Carbohydrate metabolism
rxn06904,  Xenobiotics biodegradation and metabolism
rxn14250,  Energy metabolism
rxn00729,  Amino acid metabolism
rxn15852,  Biosynthesis of other secondary metabolites
rxn39449,  Amino acid metabolism
rxn15623,  Metabolism of terpenoids and polyketides
rxn01375,  Nucleotide metabolism
rxn15536,
rxn19848,  Amino acid metabolism
rxn12780,  Carbohydrate metabolism
rxn30447,  Nucleotide metabolism
rxn07890,  Xenobiotics biodegradation and metabolism
rxn27927,  Carbohydrate metabolism
rxn40059,
rxn31451,  Lipid metabolism
rxn12146,  Carbohydrate metabolism
rxn31910,  Lipid metabolism
rxn34254,
rxn33082,  Lipid metabolism
rxn14097,  Amino acid metabolism
rxn00317,
rxn12009,  Xenobiotics biodegradation and metabolism
rxn11794,  Xenobiotics biodegradation and metabolism
rxn15325,  Carbohydrate metabolism
rxn35554,  Amino acid metabolism
rxn03678,  Xenobiotics biodegradation and metabolism
rxn25713,  Lipid metabolism
rxn00309,  Biosynthesis of other secondary metabolites
rxn00097,  Nucleotide metabolism
rxn12039,  Xenobiotics biodegradation and metabolism
rxn01293,  Xenobiotics biodegradation and metabolism
rxn03037,  Amino acid metabolism
rxn01654,  Metabolism of cofactors and vitamins
rxn01501,  Metabolism of terpenoids and polyketides
rxn41825,
rxn32803,  Carbohydrate metabolism
rxn08200,
rxn15267,  Carbohydrate metabolism
rxn34089,  Xenobiotics biodegradation and metabolism
rxn04447,  Metabolism of terpenoids and polyketides
rxn42899,
rxn08309,
rxn07346,  Metabolism of cofactors and vitamins
rxn03883,  Carbohydrate metabolism
rxn00315,
rxn04571,  Biosynthesis of other secondary metabolites
rxn15118,  Nucleotide metabolism
rxn27887,
rxn08088,
rxn00541,  Amino acid metabolism
rxn07908,  Xenobiotics biodegradation and metabolism
rxn03772,
rxn15045,  Carbohydrate metabolism
rxn16671,  Amino acid metabolism
rxn32754,  Metabolism of cofactors and vitamins
rxn00928,  Amino acid metabolism
rxn33452,
rxn31329,  Amino acid metabolism
rxn04651,  Carbohydrate metabolism
rxn33715,
rxn32227,
rxn04357,  Metabolism of terpenoids and polyketides
rxn04547,  Metabolism of terpenoids and polyketides
rxn19645,  Nucleotide metabolism
rxn01361,  Nucleotide metabolism
rxn09165,  Metabolism of cofactors and vitamins
rxn16776,  Nucleotide metabolism
rxn01742,  Amino acid metabolism
rxn12049,  Metabolism of other amino acids
rxn16159,  Metabolism of terpenoids and polyketides
rxn10202,  Energy metabolism
rxn09692,
rxn34709,  Lipid metabolism
rxn29082,  Carbohydrate metabolism
rxn38276,
rxn15999,  Xenobiotics biodegradation and metabolism
rxn26509,  Metabolism of terpenoids and polyketides
rxn27104,  Amino acid metabolism
rxn10623,  Amino acid metabolism
rxn01894,  Xenobiotics biodegradation and metabolism
rxn26484,  Metabolism of terpenoids and polyketides
rxn10010,  Energy metabolism
rxn08100,  Carbohydrate metabolism
EXpd00033,
rxn02989,  Amino acid metabolism
EXpd00654,
rxn02051,  Metabolism of terpenoids and polyketides
rxn35432,  Amino acid metabolism
rxn04354,  Metabolism of terpenoids and polyketides
rxn01870,  Carbohydrate metabolism
rxn00471,  Amino acid metabolism
rxn30469,
rxn38053,
rxn00701,  Carbohydrate metabolism
