,Component 1,Component 2,Label,Classification
225,-1237.9150558336426,1875.107302337239,1596.253.sbml.csv,Vaginal Probiotic
226,-1434.4890323323207,3410.704206460561,1596.253.sbml.csv,Vaginal Probiotic
227,-337.54826799809945,2948.5856984436227,1596.253.sbml.csv,Vaginal Probiotic
228,-61.65469031341371,2775.701313263017,1596.253.sbml.csv,Vaginal Probiotic
229,-74.81889317660746,2555.7943321713833,1596.253.sbml.csv,Vaginal Probiotic
230,-800.4798395027005,4126.842363006412,1596.253.sbml.csv,Vaginal Probiotic
231,-359.74731048038274,2030.0227641598087,1596.253.sbml.csv,Vaginal Probiotic
232,-1312.6273328912796,2335.838214815348,1596.253.sbml.csv,Vaginal Probiotic
233,-2765.915794315721,1129.9883409989723,1596.253.sbml.csv,Vaginal Probiotic
234,-191.3332649775328,2581.084565126365,1596.253.sbml.csv,Vaginal Probiotic
235,-1590.280859531236,2715.8845429770695,1596.253.sbml.csv,Vaginal Probiotic
236,-402.028151841835,3551.987578213249,1596.253.sbml.csv,Vaginal Probiotic
237,-683.0638766749416,2624.7279720312563,1596.253.sbml.csv,Vaginal Probiotic
238,-462.5093364978062,1766.1731091807449,1596.253.sbml.csv,Vaginal Probiotic
