Duration (Hours),A. lactolyticus SM,A. lactolyticus SM,A. lactolyticus SM,L. jensenii SM,L. jensenii SM,L. jensenii SM,C. bergeronii SM,C. bergeronii SM,C. bergeronii SM,A. marseille SM,A. marseille SM,A. marseille SM,E. massiliensis SM,E. massiliensis SM,E. massiliensis SM,A. tetradius SM,A. tetradius SM,A. tetradius SM,V. bacterium SM,V. bacterium SM,V. bacterium SM,P. vaginalis SM,P. vaginalis SM,P. vaginalis SM
23.17,0.037566667,0.063766667,0.016266667,0.034133333,0.047733333,0.020333333,0.019,0.0505,0.0036,0.0761,0.0887,0.05,0.2233,0.2437,0.1986,0.0405,0.0542,0.0559,0.100633333,0.125233333,0.094633333,0.069733333,0.153233333,0.044833333
23.25,0.036866667,0.063266667,0.016866667,0.033066667,0.045366667,0.019966667,0.019366667,0.051166667,0.003866667,0.077866667,0.089766667,0.052466667,0.2223,0.2433,0.1985,0.040566667,0.054466667,0.055966667,0.101833333,0.126133333,0.093833333,0.069733333,0.152833333,0.043933333
23.34,0.038133333,0.063333333,0.016833333,0.032266667,0.045566667,0.019966667,0.019033333,0.049333333,0.004633333,0.079866667,0.092666667,0.054966667,0.224333333,0.243433333,0.199133333,0.041533333,0.056433333,0.056533333,0.1008,0.1249,0.0932,0.066766667,0.151366667,0.042666667
23.42,0.037166667,0.062866667,0.014966667,0.034366667,0.047266667,0.022066667,0.019933333,0.048033333,0.003233333,0.082533333,0.094533333,0.056733333,0.2243,0.2448,0.2,0.040166667,0.054866667,0.055866667,0.1031,0.1262,0.0937,0.068566667,0.152166667,0.044066667
23.5,0.036366667,0.062866667,0.015466667,0.0341,0.0481,0.0208,0.020366667,0.050666667,0.006266667,0.0865,0.0971,0.0593,0.224733333,0.245733333,0.200033333,0.041366667,0.055966667,0.055366667,0.1047,0.1269,0.0936,0.067033333,0.152433333,0.043333333
23.59,0.039266667,0.065166667,0.015666667,0.035533333,0.048633333,0.021533333,0.021766667,0.049966667,0.006566667,0.088366667,0.099866667,0.062366667,0.224033333,0.244633333,0.201333333,0.042466667,0.058266667,0.055766667,0.104033333,0.127133333,0.094133333,0.066433333,0.151233333,0.042233333
23.67,0.038833333,0.061733333,0.015833333,0.034133333,0.047633333,0.021033333,0.019,0.0489,0.0059,0.0918,0.1033,0.0665,0.226366667,0.246166667,0.203366667,0.041966667,0.058266667,0.055766667,0.103633333,0.126733333,0.094233333,0.0644,0.15,0.0401
23.75,0.038066667,0.062866667,0.015966667,0.035266667,0.048866667,0.022866667,0.016533333,0.049533333,0.002433333,0.0925,0.1043,0.0674,0.2256,0.2464,0.2034,0.039366667,0.059066667,0.055866667,0.106066667,0.128266667,0.095066667,0.064466667,0.149266667,0.040266667
23.84,0.039266667,0.062766667,0.019266667,0.0363,0.0471,0.0222,0.0158,0.0498,0.0039,0.095866667,0.106166667,0.069466667,0.2256,0.2444,0.2023,0.042366667,0.058166667,0.054166667,0.1086,0.1285,0.0973,0.064933333,0.150433333,0.042033333
23.92,0.039666667,0.061566667,0.017266667,0.036266667,0.046166667,0.020466667,0.018733333,0.053133333,0.005433333,0.0981,0.1091,0.0715,0.223666667,0.244866667,0.202466667,0.043433333,0.060433333,0.054833333,0.1084,0.1281,0.0977,0.065366667,0.149566667,0.042366667
24,0.0385,0.0612,0.0156,0.036566667,0.044966667,0.019166667,0.0188,0.0568,0.0074,0.0998,0.112,0.0756,0.224033333,0.243333333,0.202533333,0.044366667,0.061866667,0.055766667,0.110533333,0.131333333,0.099733333,0.065766667,0.150866667,0.043366667
24.09,0.037366667,0.061166667,0.014766667,0.0354,0.044,0.0173,0.019566667,0.056866667,0.004066667,0.1021,0.113,0.0781,0.222466667,0.244866667,0.202566667,0.0429,0.0622,0.0573,0.110833333,0.130933333,0.098933333,0.065166667,0.151666667,0.044066667
24.17,0.036433333,0.063533333,0.015533333,0.034966667,0.043166667,0.017066667,0.021266667,0.058266667,0.006566667,0.105833333,0.116633333,0.082033333,0.221566667,0.243066667,0.199666667,0.043833333,0.062933333,0.055533333,0.111433333,0.131133333,0.099833333,0.0626,0.1512,0.0439
24.25,0.035033333,0.064133333,0.016533333,0.033466667,0.042766667,0.018766667,0.022166667,0.056166667,0.007366667,0.108066667,0.121366667,0.084866667,0.222566667,0.243566667,0.201366667,0.043366667,0.063266667,0.054966667,0.110666667,0.131966667,0.101166667,0.061633333,0.151133333,0.041833333
24.34,0.0347,0.0638,0.0162,0.032566667,0.041666667,0.017466667,0.019066667,0.053966667,0.008366667,0.109466667,0.122966667,0.087666667,0.222066667,0.243066667,0.201366667,0.045033333,0.065033333,0.057433333,0.109033333,0.130933333,0.102133333,0.061333333,0.150933333,0.041033333
24.42,0.037533333,0.066233333,0.017533333,0.033566667,0.041766667,0.019066667,0.020133333,0.057733333,0.010733333,0.1144,0.1275,0.091,0.2229,0.2442,0.2034,0.0468,0.0663,0.0593,0.1096,0.1316,0.1012,0.063233333,0.151133333,0.041633333
24.5,0.036933333,0.064633333,0.017033333,0.032533333,0.042233333,0.017833333,0.018666667,0.055466667,0.010666667,0.116933333,0.129033333,0.093833333,0.223133333,0.243933333,0.201233333,0.047966667,0.066566667,0.059366667,0.108366667,0.134266667,0.101466667,0.062366667,0.150466667,0.041466667
24.59,0.037966667,0.064866667,0.014066667,0.031433333,0.043033333,0.015033333,0.014633333,0.053833333,0.009133333,0.1192,0.1299,0.0931,0.2234,0.2456,0.2015,0.049033333,0.067533333,0.058533333,0.110133333,0.136133333,0.101433333,0.0647,0.1501,0.0427
24.67,0.0386,0.0646,0.0152,0.033133333,0.045533333,0.013633333,0.0162,0.0539,0.0082,0.1222,0.1317,0.0966,0.2226,0.2465,0.2028,0.046966667,0.065566667,0.056666667,0.109566667,0.136966667,0.101766667,0.064233333,0.150633333,0.043633333
24.75,0.037133333,0.063733333,0.014533333,0.035866667,0.044966667,0.013466667,0.016933333,0.053433333,0.009033333,0.1244,0.1352,0.0995,0.221533333,0.245433333,0.201633333,0.046333333,0.063633333,0.055333333,0.110933333,0.139233333,0.104933333,0.064833333,0.150833333,0.043033333
24.84,0.0365,0.0654,0.0154,0.032566667,0.045066667,0.016666667,0.017166667,0.051966667,0.009866667,0.1267,0.1381,0.1032,0.221266667,0.243566667,0.199466667,0.0485,0.0624,0.0558,0.113133333,0.140733333,0.107633333,0.067033333,0.151433333,0.043933333
24.92,0.037366667,0.066466667,0.016666667,0.031833333,0.046433333,0.019133333,0.020466667,0.053466667,0.007566667,0.128466667,0.141166667,0.105566667,0.218866667,0.243566667,0.198466667,0.0476,0.0637,0.055,0.115,0.143,0.1094,0.066666667,0.151666667,0.042166667
25,0.037833333,0.065233333,0.015433333,0.031166667,0.045466667,0.018166667,0.018666667,0.053766667,0.008266667,0.132166667,0.145466667,0.107566667,0.221333333,0.245433333,0.199433333,0.048233333,0.061733333,0.055133333,0.117433333,0.144533333,0.112033333,0.0673,0.1525,0.0427
25.09,0.0379,0.0674,0.0162,0.0315,0.0455,0.0191,0.0204,0.0542,0.01,0.134933333,0.148133333,0.109033333,0.221466667,0.245166667,0.199166667,0.048633333,0.064233333,0.055433333,0.1189,0.1465,0.1142,0.0679,0.1522,0.0443
25.17,0.0375,0.0674,0.0174,0.031133333,0.044433333,0.019833333,0.022166667,0.055866667,0.009866667,0.1376,0.1507,0.1121,0.220666667,0.244366667,0.198166667,0.050233333,0.067033333,0.056633333,0.1197,0.147,0.1151,0.067666667,0.151866667,0.044866667
25.25,0.04,0.0679,0.0171,0.029066667,0.044266667,0.020966667,0.021633333,0.055033333,0.009033333,0.140166667,0.156866667,0.116366667,0.2214,0.2447,0.1993,0.050533333,0.068633333,0.057833333,0.119133333,0.146433333,0.114033333,0.0676,0.1514,0.043
25.34,0.0382,0.0694,0.0192,0.032066667,0.045666667,0.022766667,0.0222,0.0554,0.0103,0.1452,0.1617,0.12,0.222166667,0.245066667,0.201566667,0.0502,0.0686,0.057,0.1205,0.1478,0.1149,0.067766667,0.151366667,0.043466667
25.42,0.039633333,0.069633333,0.017433333,0.032333333,0.046033333,0.018633333,0.021433333,0.056033333,0.010433333,0.147666667,0.164966667,0.120966667,0.221033333,0.244133333,0.198533333,0.050566667,0.069166667,0.058066667,0.121733333,0.149333333,0.116133333,0.0668,0.1516,0.0428
25.5,0.038633333,0.067133333,0.018533333,0.029666667,0.047266667,0.020966667,0.019033333,0.053333333,0.010933333,0.147566667,0.165466667,0.122666667,0.2217,0.2429,0.198,0.0513,0.0706,0.0577,0.1217,0.1496,0.1162,0.068033333,0.151433333,0.042833333
25.59,0.0394,0.069,0.018,0.030066667,0.047666667,0.021066667,0.020966667,0.054766667,0.008966667,0.151466667,0.169166667,0.125266667,0.222733333,0.243933333,0.199133333,0.0517,0.0712,0.058,0.1198,0.1504,0.1163,0.0676,0.1505,0.0427
25.67,0.039933333,0.069033333,0.019633333,0.031433333,0.047133333,0.020733333,0.020866667,0.054966667,0.010266667,0.1569,0.1729,0.1285,0.223033333,0.244333333,0.199933333,0.052033333,0.070533333,0.059133333,0.121133333,0.150733333,0.117133333,0.065533333,0.150833333,0.042733333
25.75,0.0388,0.0688,0.018,0.0332,0.0454,0.0198,0.022066667,0.055866667,0.009866667,0.1592,0.1764,0.1302,0.222133333,0.243733333,0.198633333,0.0532,0.0723,0.0588,0.122333333,0.152633333,0.119133333,0.065,0.1499,0.0412
25.84,0.038433333,0.063933333,0.016333333,0.034066667,0.045066667,0.019066667,0.021633333,0.058033333,0.011033333,0.1645,0.1809,0.1345,0.224066667,0.242666667,0.198566667,0.053233333,0.072333333,0.057933333,0.123633333,0.153333333,0.121233333,0.064366667,0.149666667,0.040366667
25.92,0.0388,0.0637,0.0174,0.031633333,0.045233333,0.018833333,0.0232,0.0577,0.0106,0.167233333,0.184333333,0.136533333,0.220733333,0.243033333,0.198033333,0.051366667,0.071666667,0.058266667,0.1249,0.1549,0.1223,0.0646,0.1477,0.0389
26,0.038166667,0.064566667,0.017166667,0.0337,0.0451,0.0209,0.024966667,0.058166667,0.010766667,0.169966667,0.186566667,0.137266667,0.219566667,0.240466667,0.196366667,0.052666667,0.070766667,0.054166667,0.1262,0.1577,0.124,0.064633333,0.148933333,0.040033333
26.09,0.0384,0.0652,0.0163,0.033533333,0.044333333,0.021333333,0.023633333,0.056833333,0.009433333,0.1727,0.1901,0.1392,0.220233333,0.240433333,0.196333333,0.052866667,0.071166667,0.054066667,0.127033333,0.158833333,0.124633333,0.064466667,0.149966667,0.041366667
26.17,0.042966667,0.064266667,0.019166667,0.035466667,0.043766667,0.021366667,0.025466667,0.058566667,0.011066667,0.176966667,0.193166667,0.142866667,0.2201,0.241,0.1972,0.053366667,0.070166667,0.055066667,0.1274,0.1612,0.1277,0.0636,0.1504,0.0423
26.25,0.0415,0.0612,0.0187,0.034933333,0.042533333,0.018833333,0.0259,0.0591,0.0134,0.1804,0.1978,0.1474,0.219066667,0.241566667,0.197466667,0.0522,0.0709,0.0561,0.128533333,0.161833333,0.127333333,0.064566667,0.148566667,0.039466667
26.34,0.0428,0.0647,0.0203,0.0345,0.0456,0.0199,0.0271,0.0606,0.015,0.1854,0.2016,0.1516,0.2214,0.2409,0.1979,0.0524,0.0694,0.0547,0.129233333,0.163533333,0.128433333,0.063166667,0.148666667,0.039166667
26.42,0.043733333,0.065033333,0.018233333,0.034866667,0.045366667,0.019666667,0.029866667,0.061666667,0.015066667,0.1888,0.2056,0.1542,0.221,0.242,0.198,0.055033333,0.072033333,0.056833333,0.1301,0.165,0.1293,0.0646,0.148,0.0389
26.51,0.040266667,0.066766667,0.019066667,0.034133333,0.044133333,0.018033333,0.032066667,0.064366667,0.017666667,0.1907,0.2093,0.1587,0.221233333,0.243733333,0.198333333,0.056733333,0.072633333,0.056333333,0.131433333,0.165933333,0.130733333,0.064766667,0.146166667,0.037666667
26.59,0.040033333,0.067633333,0.017833333,0.0324,0.0427,0.0173,0.031633333,0.064033333,0.016533333,0.195,0.2131,0.1616,0.2232,0.2455,0.1991,0.055333333,0.073833333,0.053033333,0.1324,0.1682,0.1325,0.064033333,0.147533333,0.037433333
26.67,0.0423,0.0706,0.0205,0.032266667,0.042966667,0.020466667,0.0309,0.0631,0.0156,0.1982,0.2168,0.1656,0.223666667,0.245366667,0.199166667,0.057033333,0.075833333,0.054133333,0.136533333,0.170733333,0.135633333,0.063966667,0.147966667,0.038166667
26.76,0.041966667,0.070666667,0.020466667,0.0331,0.0445,0.0216,0.033,0.0644,0.0146,0.2008,0.22,0.1679,0.220966667,0.244666667,0.199366667,0.0568,0.0734,0.0525,0.139566667,0.174766667,0.139166667,0.063066667,0.147266667,0.036966667
26.84,0.0389,0.0699,0.0207,0.034566667,0.042966667,0.021366667,0.029366667,0.059766667,0.015666667,0.204833333,0.224933333,0.171133333,0.2223,0.2452,0.1986,0.058533333,0.072333333,0.052733333,0.140566667,0.175466667,0.140166667,0.063233333,0.146433333,0.035833333
26.92,0.0408,0.0705,0.022,0.0343,0.0445,0.0226,0.032033333,0.062433333,0.016033333,0.209033333,0.226933333,0.172933333,0.222966667,0.246266667,0.200266667,0.0609,0.0755,0.0553,0.143366667,0.177266667,0.142766667,0.061366667,0.145866667,0.034766667
27.01,0.041066667,0.068566667,0.021166667,0.0352,0.0456,0.0237,0.0333,0.0664,0.0194,0.213166667,0.230666667,0.177366667,0.2214,0.2447,0.1987,0.060633333,0.076133333,0.055533333,0.142766667,0.179466667,0.143066667,0.060933333,0.143633333,0.034433333
27.09,0.043766667,0.069866667,0.020066667,0.0329,0.0442,0.02,0.0315,0.0665,0.0172,0.216966667,0.232766667,0.180066667,0.220233333,0.245533333,0.198433333,0.057633333,0.077833333,0.055333333,0.145433333,0.182433333,0.146133333,0.0627,0.1441,0.0357
27.17,0.0438,0.0711,0.0191,0.032066667,0.045366667,0.020766667,0.033333333,0.068333333,0.017333333,0.219833333,0.235333333,0.181233333,0.221433333,0.245533333,0.197833333,0.058933333,0.079033333,0.054533333,0.147933333,0.184933333,0.148733333,0.063966667,0.145266667,0.038366667
27.26,0.042466667,0.071966667,0.019366667,0.033333333,0.044733333,0.022233333,0.0327,0.0686,0.0181,0.221966667,0.238066667,0.184366667,0.2223,0.2455,0.1976,0.058466667,0.078466667,0.053966667,0.149366667,0.186666667,0.150366667,0.063733333,0.146333333,0.039633333
27.34,0.0448,0.0735,0.0209,0.0327,0.0438,0.0227,0.033466667,0.071766667,0.020866667,0.224466667,0.241066667,0.185666667,0.2211,0.2447,0.1971,0.058633333,0.077933333,0.055333333,0.1506,0.1876,0.1498,0.064466667,0.146166667,0.040766667
27.42,0.046566667,0.072866667,0.023266667,0.032633333,0.045033333,0.022433333,0.0363,0.0742,0.0242,0.226766667,0.244266667,0.190066667,0.2214,0.242,0.1959,0.059,0.0772,0.0528,0.152866667,0.189866667,0.153066667,0.065466667,0.148066667,0.042166667
27.51,0.047833333,0.076233333,0.026133333,0.033233333,0.045733333,0.022833333,0.039666667,0.075466667,0.025366667,0.230433333,0.248933333,0.194233333,0.220666667,0.242766667,0.196966667,0.0598,0.077,0.0535,0.1545,0.1905,0.1548,0.062866667,0.147766667,0.041366667
27.59,0.0498,0.0767,0.029,0.032866667,0.044466667,0.022366667,0.036933333,0.074533333,0.023433333,0.234066667,0.251566667,0.196066667,0.220533333,0.244533333,0.197333333,0.060266667,0.077966667,0.053466667,0.1561,0.1936,0.158,0.063366667,0.149066667,0.041566667
27.67,0.048366667,0.076466667,0.028166667,0.032733333,0.045433333,0.020433333,0.0384,0.0754,0.0233,0.236166667,0.252766667,0.196666667,0.2214,0.2446,0.1966,0.060533333,0.078833333,0.052933333,0.158133333,0.195833333,0.158033333,0.064266667,0.149566667,0.039466667
27.76,0.049466667,0.076666667,0.028466667,0.032766667,0.044266667,0.021966667,0.038733333,0.075533333,0.022833333,0.2391,0.2567,0.2002,0.223066667,0.245566667,0.196966667,0.059866667,0.078966667,0.054966667,0.159033333,0.199433333,0.161333333,0.0643,0.1495,0.0389
27.84,0.048266667,0.076166667,0.027666667,0.034033333,0.044833333,0.020233333,0.040366667,0.076366667,0.025866667,0.241433333,0.260733333,0.204033333,0.221766667,0.245666667,0.196366667,0.059266667,0.077866667,0.054866667,0.1605,0.1994,0.1629,0.063866667,0.148966667,0.037866667
27.92,0.048333333,0.077333333,0.029133333,0.034466667,0.045866667,0.019666667,0.041466667,0.075666667,0.025966667,0.243533333,0.264033333,0.206833333,0.221533333,0.246033333,0.196533333,0.059666667,0.081066667,0.056166667,0.162066667,0.201466667,0.164466667,0.062866667,0.148566667,0.038966667
28.01,0.047866667,0.078066667,0.028566667,0.035466667,0.047466667,0.018966667,0.044266667,0.077266667,0.025466667,0.245266667,0.264166667,0.206466667,0.223133333,0.245433333,0.197333333,0.058966667,0.080266667,0.054666667,0.1651,0.2038,0.1671,0.0643,0.1489,0.0384
28.09,0.049266667,0.075766667,0.026566667,0.0343,0.0477,0.0194,0.046633333,0.077733333,0.027233333,0.2483,0.2668,0.2096,0.222433333,0.244533333,0.196933333,0.059633333,0.080733333,0.054233333,0.167433333,0.207333333,0.170333333,0.064666667,0.148366667,0.038566667
28.17,0.047866667,0.075266667,0.026066667,0.034033333,0.048033333,0.019233333,0.049266667,0.078266667,0.026866667,0.250733333,0.270333333,0.213333333,0.223366667,0.245866667,0.197866667,0.0609,0.0816,0.0551,0.171266667,0.208166667,0.172866667,0.0662,0.1491,0.0384
28.26,0.050166667,0.075066667,0.025466667,0.033333333,0.045433333,0.019733333,0.0507,0.0795,0.0259,0.252366667,0.271266667,0.215066667,0.222266667,0.245866667,0.198266667,0.061733333,0.082933333,0.057133333,0.1711,0.2087,0.1723,0.0638,0.1466,0.0372
28.34,0.050633333,0.077033333,0.026933333,0.0321,0.0471,0.0184,0.051233333,0.081633333,0.027333333,0.254333333,0.274133333,0.216033333,0.222833333,0.244733333,0.198633333,0.061,0.0848,0.0583,0.170433333,0.211133333,0.172433333,0.0602,0.1451,0.0368
28.42,0.053166667,0.078666667,0.028266667,0.033033333,0.047133333,0.016933333,0.050566667,0.083366667,0.028166667,0.255466667,0.274766667,0.217166667,0.222033333,0.246033333,0.199133333,0.060166667,0.084066667,0.057166667,0.173133333,0.213333333,0.172733333,0.062133333,0.144633333,0.036633333
28.51,0.054533333,0.078933333,0.025933333,0.032533333,0.046333333,0.018433333,0.052933333,0.083133333,0.029033333,0.257733333,0.276933333,0.219733333,0.221666667,0.244666667,0.197666667,0.062733333,0.084033333,0.055133333,0.177733333,0.217433333,0.176233333,0.0608,0.1444,0.035
28.59,0.052533333,0.078033333,0.024833333,0.0324,0.046,0.0178,0.052466667,0.084766667,0.029666667,0.2585,0.2779,0.2203,0.2183,0.2443,0.1969,0.063766667,0.084366667,0.053866667,0.179466667,0.218866667,0.177266667,0.061333333,0.144233333,0.034733333
28.67,0.0476,0.0763,0.0234,0.030066667,0.043766667,0.015166667,0.055233333,0.087033333,0.032833333,0.259566667,0.280466667,0.222166667,0.221733333,0.246833333,0.198933333,0.064466667,0.081966667,0.056466667,0.182233333,0.221333333,0.179333333,0.061733333,0.144933333,0.036433333
28.76,0.048366667,0.077366667,0.025066667,0.030633333,0.043133333,0.014133333,0.0558,0.0877,0.031,0.261466667,0.281566667,0.224966667,0.220766667,0.246766667,0.197666667,0.0632,0.0827,0.0566,0.183966667,0.223166667,0.179466667,0.062366667,0.144266667,0.035666667
28.84,0.048666667,0.079466667,0.026766667,0.029166667,0.042766667,0.015966667,0.0566,0.0914,0.0335,0.263566667,0.283166667,0.225766667,0.2206,0.2455,0.1965,0.063566667,0.083266667,0.058466667,0.1847,0.2269,0.1823,0.0614,0.1461,0.0366
28.92,0.050033333,0.080233333,0.027233333,0.030533333,0.044233333,0.017733333,0.058133333,0.091333333,0.034533333,0.2637,0.2836,0.2258,0.219133333,0.243433333,0.194633333,0.0632,0.0834,0.0561,0.186033333,0.229033333,0.184033333,0.0623,0.1458,0.0371
29.01,0.050066667,0.079766667,0.027166667,0.0294,0.0453,0.0173,0.0627,0.0918,0.0338,0.2635,0.2839,0.2257,0.217633333,0.243033333,0.195133333,0.064433333,0.085433333,0.056533333,0.1905,0.2334,0.1876,0.062,0.146,0.037
29.09,0.049066667,0.078166667,0.027066667,0.030033333,0.046833333,0.020333333,0.066033333,0.094533333,0.036333333,0.2636,0.2849,0.2278,0.2181,0.2421,0.194,0.062633333,0.083133333,0.053733333,0.1934,0.2368,0.19,0.0642,0.1472,0.0383
29.17,0.049933333,0.078733333,0.027233333,0.028866667,0.046066667,0.019466667,0.067533333,0.095133333,0.038333333,0.262433333,0.284833333,0.229533333,0.2189,0.2443,0.1976,0.0628,0.0808,0.0539,0.195266667,0.239466667,0.191266667,0.065233333,0.147233333,0.038533333
29.26,0.051066667,0.079266667,0.028166667,0.0274,0.0447,0.0192,0.070366667,0.096766667,0.039266667,0.263866667,0.285966667,0.231866667,0.219666667,0.245266667,0.197366667,0.0623,0.083,0.0543,0.197,0.2414,0.1937,0.063666667,0.146266667,0.038166667
29.34,0.049766667,0.077766667,0.027366667,0.030766667,0.045166667,0.020466667,0.070533333,0.098033333,0.043033333,0.265133333,0.286633333,0.232133333,0.218333333,0.242833333,0.194833333,0.062633333,0.086233333,0.056433333,0.198433333,0.243633333,0.194233333,0.0633,0.1449,0.0374
29.42,0.0537,0.0795,0.0303,0.031933333,0.046533333,0.021533333,0.075133333,0.100133333,0.046133333,0.2656,0.2878,0.2333,0.217033333,0.242333333,0.194633333,0.066366667,0.086266667,0.056966667,0.199166667,0.245766667,0.195866667,0.060666667,0.145466667,0.035166667
29.51,0.0545,0.0809,0.0306,0.0322,0.0473,0.0224,0.075866667,0.102466667,0.047866667,0.2672,0.2902,0.2358,0.219166667,0.242466667,0.194766667,0.066166667,0.085466667,0.057766667,0.201066667,0.247766667,0.197166667,0.059,0.144,0.0356
29.59,0.056666667,0.081466667,0.030366667,0.0333,0.047,0.0237,0.079533333,0.104633333,0.049433333,0.2647,0.2887,0.2337,0.217333333,0.242733333,0.193133333,0.0683,0.0858,0.0581,0.2018,0.2498,0.1977,0.058833333,0.144133333,0.034233333
29.67,0.054666667,0.080566667,0.028666667,0.0331,0.0464,0.0244,0.082233333,0.107233333,0.052233333,0.2642,0.2887,0.2349,0.219,0.2426,0.1937,0.066733333,0.087833333,0.057233333,0.2047,0.252,0.2017,0.061766667,0.143166667,0.033566667
29.76,0.0579,0.081,0.031,0.033466667,0.044966667,0.024066667,0.085633333,0.108533333,0.053333333,0.2662,0.2905,0.2361,0.218433333,0.242933333,0.193833333,0.066033333,0.086633333,0.057233333,0.2053,0.253,0.2039,0.063133333,0.143133333,0.033733333
29.84,0.052433333,0.081733333,0.028933333,0.033866667,0.044866667,0.020566667,0.0894,0.1116,0.0575,0.266,0.2895,0.2344,0.218433333,0.244033333,0.193633333,0.064566667,0.085066667,0.056566667,0.2079,0.2556,0.2048,0.063066667,0.142966667,0.034566667
29.92,0.054666667,0.081866667,0.029566667,0.032533333,0.045833333,0.018933333,0.0905,0.1118,0.0561,0.265633333,0.288033333,0.233233333,0.218933333,0.243033333,0.191933333,0.065733333,0.086233333,0.058133333,0.212733333,0.260233333,0.210233333,0.0616,0.1435,0.0336
30.01,0.0535,0.0812,0.0278,0.0329,0.0449,0.017,0.0934,0.115,0.0589,0.2664,0.2893,0.2347,0.219933333,0.242533333,0.192033333,0.0659,0.0841,0.0566,0.2153,0.2645,0.2143,0.0608,0.1437,0.0338
30.09,0.056433333,0.080133333,0.026833333,0.032533333,0.043033333,0.016433333,0.094766667,0.116966667,0.059566667,0.266566667,0.289766667,0.235066667,0.221266667,0.244366667,0.193466667,0.0665,0.0831,0.0564,0.218633333,0.268533333,0.217433333,0.063233333,0.144733333,0.034733333
30.17,0.056966667,0.079566667,0.028066667,0.0327,0.0444,0.0186,0.098566667,0.119466667,0.062866667,0.265733333,0.289133333,0.235933333,0.222,0.2453,0.1934,0.064733333,0.081733333,0.055733333,0.222633333,0.273033333,0.221633333,0.064266667,0.145766667,0.036766667
30.26,0.057966667,0.080166667,0.030366667,0.0337,0.0449,0.0195,0.102533333,0.123633333,0.067033333,0.265933333,0.289233333,0.236133333,0.2237,0.2456,0.195,0.0646,0.0816,0.0569,0.225,0.2755,0.2235,0.064266667,0.144966667,0.035966667
30.34,0.0591,0.0793,0.0288,0.031566667,0.046066667,0.019866667,0.105433333,0.126333333,0.068833333,0.2667,0.2894,0.2341,0.225533333,0.246533333,0.196733333,0.065666667,0.082066667,0.057166667,0.226833333,0.277133333,0.225533333,0.065333333,0.145133333,0.034433333
30.42,0.0584,0.0807,0.0276,0.0309,0.0476,0.0171,0.107366667,0.127166667,0.070466667,0.2663,0.2902,0.2331,0.2239,0.248,0.1965,0.0669,0.0828,0.0574,0.2286,0.2783,0.2265,0.066933333,0.145733333,0.035533333
30.51,0.0576,0.0825,0.0283,0.031533333,0.048033333,0.017833333,0.1113,0.1279,0.074,0.266733333,0.291033333,0.233833333,0.224933333,0.248333333,0.196533333,0.0661,0.0815,0.0575,0.232466667,0.281566667,0.229166667,0.066833333,0.145533333,0.036533333
30.59,0.059533333,0.082333333,0.028433333,0.0329,0.0475,0.0204,0.115133333,0.131333333,0.076933333,0.267466667,0.291066667,0.234766667,0.223866667,0.249066667,0.196966667,0.0648,0.0809,0.0568,0.2338,0.2822,0.2277,0.066966667,0.145866667,0.036866667
30.67,0.0595,0.0829,0.0297,0.0297,0.0466,0.021,0.118866667,0.132066667,0.077166667,0.269066667,0.293266667,0.237066667,0.225633333,0.249633333,0.198933333,0.0653,0.0817,0.0573,0.235466667,0.285066667,0.230266667,0.068366667,0.147166667,0.037366667
30.76,0.0593,0.0821,0.0283,0.028866667,0.045366667,0.019866667,0.123166667,0.136466667,0.079266667,0.266366667,0.291066667,0.235166667,0.2233,0.2491,0.1971,0.064333333,0.080533333,0.055133333,0.238633333,0.285733333,0.233033333,0.067866667,0.147666667,0.037866667
30.84,0.061266667,0.082266667,0.028666667,0.031066667,0.046066667,0.021166667,0.1287,0.1413,0.0832,0.2663,0.2923,0.2368,0.2242,0.2506,0.198,0.065633333,0.081533333,0.054733333,0.241666667,0.287866667,0.235066667,0.068466667,0.147766667,0.035966667
30.92,0.0633,0.0837,0.0324,0.0326,0.047,0.0244,0.131366667,0.143566667,0.085866667,0.266633333,0.291133333,0.234533333,0.2234,0.2482,0.1974,0.065833333,0.081133333,0.055733333,0.245466667,0.292266667,0.239266667,0.069966667,0.147466667,0.036366667
31.01,0.062433333,0.083833333,0.030633333,0.033666667,0.044966667,0.021966667,0.133266667,0.147566667,0.090166667,0.2679,0.2931,0.2363,0.2239,0.2473,0.1975,0.065433333,0.083133333,0.056133333,0.2483,0.2938,0.2412,0.070866667,0.147266667,0.036766667
31.09,0.063,0.0839,0.0307,0.032,0.0446,0.0193,0.136766667,0.152966667,0.095066667,0.268733333,0.293833333,0.237433333,0.224233333,0.248233333,0.197533333,0.0661,0.0838,0.056,0.2507,0.296,0.245,0.0692,0.1489,0.0388
31.17,0.0625,0.0828,0.031,0.0329,0.0435,0.0189,0.1406,0.1564,0.099,0.268333333,0.292933333,0.238033333,0.224433333,0.248033333,0.196533333,0.066766667,0.082866667,0.053666667,0.2532,0.2987,0.248,0.0694,0.1494,0.0388
31.26,0.061933333,0.083133333,0.031933333,0.033733333,0.044133333,0.019033333,0.1427,0.1588,0.1008,0.268133333,0.292633333,0.235833333,0.224366667,0.249066667,0.196266667,0.065866667,0.082966667,0.054266667,0.2563,0.2998,0.2506,0.0716,0.1509,0.0401
31.34,0.0628,0.0836,0.0345,0.033366667,0.044966667,0.020366667,0.1426,0.1622,0.1034,0.268066667,0.292266667,0.237566667,0.224333333,0.248933333,0.196333333,0.065066667,0.081966667,0.054166667,0.259,0.3018,0.2536,0.073533333,0.152633333,0.042633333
