Duration (Hours),A. lactolyticus SM,A. lactolyticus SM,A. lactolyticus SM,L. jensenii SM,L. jensenii SM,L. jensenii SM,C. bergeronii SM,C. bergeronii SM,C. bergeronii SM,A. marseille SM,A. marseille SM,A. marseille SM,E. massiliensis SM,E. massiliensis SM,E. massiliensis SM,A. tetradius SM,A. tetradius SM,A. tetradius SM,V. bacterium SM,V. bacterium SM,V. bacterium SM,P. vaginalis SM,P. vaginalis SM,P. vaginalis SM
6.83,0.029933333,0.062133333,0.017833333,0.035233333,0.048033333,0.024833333,0.018866667,0.052566667,0.007166667,0.0294,0.0439,0.0125,0.024033333,0.057133333,0.013633333,0.031466667,0.050066667,0.028166667,0.026166667,0.033666667,6.66667E-05,0.037866667,0.049966667,-0.011833333
6.92,0.028333333,0.062133333,0.018033333,0.034466667,0.047966667,0.025166667,0.018966667,0.052466667,0.007166667,0.0293,0.0448,0.0142,0.024733333,0.057033333,0.015233333,0.030333333,0.048833333,0.028133333,0.027566667,0.034966667,0.001866667,0.037066667,0.050366667,-0.011033333
7,0.029933333,0.061433333,0.017933333,0.0339,0.0476,0.0266,0.016366667,0.050366667,0.008766667,0.029333333,0.045433333,0.015433333,0.024733333,0.056433333,0.011533333,0.030033333,0.047933333,0.025733333,0.0271,0.0343,0.0008,0.037066667,0.049266667,-0.012333333
7.08,0.028366667,0.061366667,0.018066667,0.034833333,0.046333333,0.024633333,0.015833333,0.050533333,0.006933333,0.030433333,0.043633333,0.015433333,0.0267,0.0555,0.0123,0.032766667,0.048566667,0.025266667,0.026333333,0.031933333,0.000833333,0.0369,0.0501,-0.0143
7.17,0.0309,0.0615,0.0192,0.0368,0.0466,0.0248,0.016033333,0.050033333,0.007433333,0.030433333,0.041533333,0.015033333,0.025733333,0.055133333,0.012233333,0.0325,0.0502,0.0257,0.024633333,0.031433333,-0.000566667,0.038,0.0496,-0.0143
7.25,0.026066667,0.060166667,0.017366667,0.0342,0.044,0.0209,0.016933333,0.051233333,0.007433333,0.029933333,0.040533333,0.013833333,0.025633333,0.053433333,0.009033333,0.031766667,0.049066667,0.023866667,0.025666667,0.032266667,-0.000433333,0.0369,0.0485,-0.0154
7.33,0.028266667,0.060966667,0.016066667,0.035466667,0.046166667,0.021666667,0.014733333,0.052433333,0.009733333,0.030266667,0.041366667,0.015766667,0.026533333,0.054333333,0.009633333,0.031366667,0.048466667,0.022166667,0.0248,0.0327,-0.0007,0.037666667,0.047966667,-0.014933333
7.42,0.029333333,0.058333333,0.014633333,0.037066667,0.047466667,0.024366667,0.014966667,0.054866667,0.010366667,0.029766667,0.039766667,0.014166667,0.025333333,0.052733333,0.009133333,0.030666667,0.047466667,0.022666667,0.0262,0.0326,0.0001,0.037533333,0.048233333,-0.016266667
7.5,0.026433333,0.058733333,0.014333333,0.0361,0.0476,0.0256,0.011966667,0.051566667,0.009366667,0.030833333,0.040733333,0.013833333,0.026333333,0.051633333,0.006933333,0.0309,0.0482,0.0229,0.0261,0.0331,-0.0006,0.035833333,0.047433333,-0.017566667
7.58,0.0293,0.0605,0.0144,0.0358,0.0467,0.0245,0.016833333,0.051633333,0.011733333,0.029766667,0.040566667,0.011366667,0.025833333,0.050833333,0.005433333,0.0301,0.0496,0.0238,0.026233333,0.032533333,0.000533333,0.036733333,0.047833333,-0.015666667
7.67,0.030666667,0.061466667,0.015266667,0.0356,0.0461,0.0232,0.014566667,0.053766667,0.012166667,0.028933333,0.040333333,0.011833333,0.028333333,0.053133333,0.006333333,0.032933333,0.050233333,0.026133333,0.0264,0.0327,0.0008,0.036733333,0.047033333,-0.014766667
7.75,0.0294,0.0607,0.0154,0.0314,0.0457,0.0225,0.0185,0.0508,0.0115,0.026833333,0.041733333,0.011233333,0.0273,0.054,0.0087,0.031066667,0.048766667,0.026866667,0.025933333,0.033333333,0.002133333,0.0365,0.0476,-0.0134
7.83,0.028966667,0.060766667,0.015166667,0.032933333,0.045433333,0.020333333,0.017566667,0.049966667,0.012066667,0.03,0.0426,0.0125,0.026366667,0.053166667,0.007866667,0.032233333,0.048533333,0.026433333,0.0265,0.0339,0.0011,0.038033333,0.048833333,-0.012766667
7.92,0.029966667,0.061966667,0.014966667,0.035466667,0.046466667,0.022066667,0.018466667,0.047866667,0.012766667,0.0323,0.0439,0.0142,0.0275,0.0527,0.008,0.033833333,0.048133333,0.027033333,0.0269,0.0352,0.0031,0.0381,0.0496,-0.0119
8,0.0301,0.0588,0.0157,0.034433333,0.046133333,0.021933333,0.018133333,0.048833333,0.009133333,0.033033333,0.044733333,0.013733333,0.027833333,0.054033333,0.009733333,0.033866667,0.048666667,0.028166667,0.028033333,0.035633333,0.003833333,0.037566667,0.050266667,-0.011833333
8.09,0.029466667,0.058866667,0.014966667,0.032366667,0.045766667,0.016766667,0.0149,0.0505,0.0094,0.031333333,0.043533333,0.013633333,0.030466667,0.056366667,0.013466667,0.033533333,0.048233333,0.027433333,0.028,0.0341,0.0013,0.0384,0.0487,-0.0122
8.17,0.029,0.0577,0.0154,0.032,0.0461,0.0173,0.012933333,0.051733333,0.010433333,0.032233333,0.043633333,0.015233333,0.0282,0.0544,0.0112,0.035266667,0.047066667,0.026166667,0.0274,0.0339,0.0014,0.039366667,0.050266667,-0.011933333
8.25,0.029933333,0.057133333,0.015333333,0.0349,0.0456,0.0161,0.013733333,0.050133333,0.009233333,0.031633333,0.043333333,0.015233333,0.0286,0.0546,0.0091,0.035566667,0.047666667,0.024166667,0.026933333,0.033633333,0.001733333,0.037433333,0.049733333,-0.013366667
8.34,0.0286,0.0564,0.0121,0.0358,0.0467,0.0183,0.013266667,0.052066667,0.010066667,0.031433333,0.043533333,0.014233333,0.028933333,0.054533333,0.010633333,0.036666667,0.050466667,0.026266667,0.026833333,0.033533333,0.002433333,0.037466667,0.048966667,-0.013533333
8.42,0.0311,0.0586,0.0152,0.035233333,0.046833333,0.020233333,0.014166667,0.052466667,0.007866667,0.030233333,0.042733333,0.011933333,0.026,0.0521,0.0082,0.034566667,0.049566667,0.025866667,0.0261,0.0315,-1E-04,0.036433333,0.050033333,-0.012566667
8.5,0.0267,0.0575,0.0135,0.0342,0.045,0.0218,0.0149,0.0522,0.0045,0.031633333,0.044633333,0.012833333,0.0268,0.0545,0.0085,0.033366667,0.049066667,0.024366667,0.0266,0.033,0.002,0.0383,0.0507,-0.0128
8.59,0.028833333,0.059333333,0.015633333,0.035266667,0.045566667,0.023166667,0.013,0.0536,0.0046,0.030033333,0.044233333,0.011633333,0.027233333,0.052433333,0.011333333,0.032933333,0.050733333,0.023933333,0.0277,0.033,0.0036,0.039533333,0.051333333,-0.011866667
8.67,0.027766667,0.060466667,0.015566667,0.035166667,0.044366667,0.022866667,0.013866667,0.053666667,0.005866667,0.029366667,0.041966667,0.012066667,0.0287,0.0545,0.0098,0.0341,0.0485,0.0242,0.027233333,0.035533333,0.005333333,0.039533333,0.050933333,-0.011266667
8.75,0.028633333,0.060433333,0.015133333,0.034733333,0.046633333,0.024333333,0.0163,0.0542,0.0074,0.0275,0.0412,0.0128,0.0266,0.0536,0.0096,0.032766667,0.044866667,0.020466667,0.028233333,0.032433333,0.004833333,0.0388,0.0516,-0.0123
8.84,0.031,0.0611,0.0155,0.034533333,0.047333333,0.023933333,0.017,0.0522,0.0084,0.0252,0.0419,0.0132,0.027033333,0.056233333,0.010333333,0.031366667,0.042266667,0.019866667,0.028933333,0.033433333,0.005433333,0.0404,0.0516,-0.0121
8.92,0.032333333,0.061533333,0.017433333,0.0364,0.0486,0.0235,0.016666667,0.053866667,0.006866667,0.0284,0.0429,0.0148,0.0275,0.0553,0.0097,0.0304,0.0431,0.0197,0.029966667,0.033866667,0.005466667,0.040433333,0.051533333,-0.013466667
9,0.0337,0.0603,0.0188,0.037866667,0.047966667,0.024566667,0.0183,0.0544,0.0075,0.027466667,0.039366667,0.013866667,0.0294,0.0559,0.0108,0.031933333,0.046733333,0.019633333,0.031066667,0.036366667,0.007666667,0.0418,0.0541,-0.012
9.09,0.035,0.0626,0.0204,0.037666667,0.048066667,0.025566667,0.017233333,0.054733333,0.007033333,0.0282,0.0395,0.0129,0.0286,0.0556,0.0113,0.031433333,0.047033333,0.021333333,0.032133333,0.036933333,0.007033333,0.0413,0.0545,-0.0119
9.17,0.0358,0.0631,0.0209,0.037366667,0.048766667,0.024066667,0.0162,0.0524,0.0076,0.0282,0.0401,0.0082,0.0259,0.0554,0.0108,0.0329,0.0472,0.0212,0.032533333,0.036733333,0.006333333,0.041733333,0.054633333,-0.012366667
9.25,0.032766667,0.062766667,0.018766667,0.035166667,0.047466667,0.022766667,0.014233333,0.053033333,0.010333333,0.0303,0.0412,0.0109,0.024166667,0.052366667,0.009666667,0.0314,0.0482,0.0227,0.031733333,0.035233333,0.007233333,0.041333333,0.054833333,-0.012966667
9.34,0.033033333,0.061833333,0.017733333,0.0355,0.0471,0.021,0.015933333,0.051233333,0.009633333,0.031266667,0.042166667,0.012566667,0.025466667,0.054366667,0.008866667,0.0348,0.0495,0.0226,0.032433333,0.034433333,0.008933333,0.0426,0.0581,-0.012
9.42,0.031133333,0.061833333,0.018133333,0.034633333,0.048433333,0.023433333,0.015833333,0.052933333,0.011233333,0.029966667,0.041266667,0.011066667,0.025333333,0.054433333,0.008733333,0.033666667,0.048166667,0.020966667,0.033366667,0.035566667,0.010766667,0.041466667,0.058966667,-0.011533333
9.5,0.031166667,0.062466667,0.019066667,0.036366667,0.049766667,0.025066667,0.0165,0.0525,0.0109,0.028266667,0.041866667,0.009866667,0.0255,0.0551,0.0085,0.032333333,0.049933333,0.022133333,0.030866667,0.035566667,0.010666667,0.040333333,0.059433333,-0.012966667
9.59,0.031433333,0.061133333,0.017333333,0.037,0.0486,0.0236,0.017033333,0.052633333,0.009933333,0.028966667,0.042566667,0.009366667,0.027733333,0.056333333,0.011633333,0.032433333,0.047733333,0.023733333,0.0321,0.0375,0.0113,0.042766667,0.060866667,-0.013633333
9.67,0.031966667,0.061066667,0.015866667,0.0371,0.0465,0.024,0.018966667,0.054666667,0.009766667,0.0311,0.0443,0.0117,0.0303,0.0577,0.0119,0.033233333,0.047233333,0.023633333,0.032866667,0.039066667,0.013166667,0.044733333,0.063033333,-0.011866667
9.75,0.033166667,0.061066667,0.015166667,0.038266667,0.048166667,0.025466667,0.017866667,0.051366667,0.006866667,0.0315,0.0435,0.0123,0.028966667,0.056466667,0.011466667,0.032166667,0.045766667,0.021166667,0.033733333,0.040633333,0.013133333,0.045333333,0.063933333,-0.011166667
9.84,0.032166667,0.061366667,0.015266667,0.039533333,0.049433333,0.026633333,0.0183,0.0505,0.0055,0.028866667,0.040366667,0.009766667,0.028,0.0552,0.011,0.032133333,0.045633333,0.021933333,0.036333333,0.038933333,0.013733333,0.045433333,0.063833333,-0.012766667
9.92,0.030966667,0.062666667,0.017066667,0.039666667,0.049866667,0.025766667,0.019166667,0.048766667,0.003466667,0.026766667,0.039266667,0.006566667,0.027833333,0.051433333,0.009633333,0.0352,0.0495,0.0247,0.036866667,0.040666667,0.015966667,0.047133333,0.064733333,-0.012866667
10,0.031633333,0.062433333,0.017033333,0.0383,0.05,0.026,0.0178,0.0492,0.004,0.028233333,0.040333333,0.008133333,0.0281,0.051,0.01,0.035166667,0.049966667,0.024866667,0.035533333,0.038933333,0.013033333,0.048833333,0.065933333,-0.012066667
10.09,0.029633333,0.062433333,0.017233333,0.0382,0.0486,0.023,0.016833333,0.049233333,0.004633333,0.0299,0.0418,0.0114,0.027066667,0.051866667,0.011166667,0.033533333,0.048633333,0.025133333,0.0365,0.0388,0.0151,0.0505,0.068,-0.0119
10.17,0.033466667,0.063466667,0.018266667,0.039533333,0.049333333,0.025333333,0.015933333,0.050733333,0.004233333,0.0311,0.0399,0.0118,0.028766667,0.054666667,0.011866667,0.033633333,0.046233333,0.023933333,0.036633333,0.038733333,0.016833333,0.0515,0.0691,-0.0112
10.25,0.0335,0.0627,0.0162,0.040233333,0.047033333,0.023833333,0.0173,0.0493,0.0051,0.032166667,0.041266667,0.012966667,0.032,0.0561,0.0142,0.032066667,0.047766667,0.023866667,0.0371,0.0401,0.0181,0.050933333,0.070133333,-0.012066667
10.34,0.031366667,0.062466667,0.016266667,0.042133333,0.048633333,0.023433333,0.016433333,0.048433333,0.002333333,0.033566667,0.038666667,0.010366667,0.031633333,0.055033333,0.010333333,0.0299,0.0477,0.0231,0.0382,0.0419,0.0187,0.055266667,0.073766667,-0.009233333
10.42,0.0303,0.0618,0.0185,0.039766667,0.046866667,0.021566667,0.015,0.0498,0.0049,0.0286,0.0422,0.012,0.032666667,0.055366667,0.011966667,0.0318,0.0471,0.0225,0.0393,0.044,0.0199,0.055066667,0.075466667,-0.008333333
10.5,0.0309,0.0619,0.0184,0.040066667,0.046066667,0.022266667,0.012566667,0.050566667,0.003366667,0.030433333,0.042433333,0.009933333,0.030533333,0.055133333,0.013833333,0.031166667,0.047266667,0.021766667,0.0379,0.043,0.0199,0.0573,0.0759,-0.0069
10.59,0.0325,0.0615,0.0185,0.0394,0.046,0.023,0.013566667,0.049166667,0.003166667,0.031433333,0.041933333,0.011833333,0.029766667,0.052666667,0.013766667,0.032566667,0.048466667,0.022766667,0.0371,0.044,0.0212,0.057366667,0.077866667,-0.006433333
10.67,0.034066667,0.061566667,0.019066667,0.039633333,0.047133333,0.023133333,0.014066667,0.048766667,0.003366667,0.029033333,0.039833333,0.010433333,0.0308,0.0549,0.0134,0.030933333,0.047833333,0.022033333,0.038166667,0.044166667,0.021366667,0.0591,0.0806,-0.0065
10.75,0.032033333,0.061833333,0.017433333,0.038566667,0.047566667,0.021666667,0.013933333,0.048833333,0.004333333,0.0283,0.0392,0.0097,0.030633333,0.055933333,0.012233333,0.032533333,0.047033333,0.023533333,0.0378,0.0453,0.0232,0.059666667,0.082166667,-0.006933333
10.84,0.030033333,0.062633333,0.018533333,0.038066667,0.048566667,0.022766667,0.015433333,0.048633333,0.004733333,0.0289,0.0371,0.0109,0.030666667,0.057466667,0.011866667,0.030133333,0.047733333,0.024133333,0.0366,0.0454,0.023,0.061033333,0.084033333,-0.005766667
10.92,0.032766667,0.062766667,0.017666667,0.037533333,0.049233333,0.024733333,0.011733333,0.049333333,0.005333333,0.029,0.0389,0.0109,0.028266667,0.055766667,0.012766667,0.030833333,0.048133333,0.022133333,0.038166667,0.046366667,0.024066667,0.063233333,0.086533333,-0.004466667
11,0.0333,0.0619,0.0139,0.0361,0.0487,0.0232,0.014866667,0.050466667,0.006766667,0.0286,0.04,0.0112,0.0282,0.0566,0.013,0.030033333,0.047833333,0.023133333,0.038966667,0.047866667,0.024666667,0.0635,0.0884,-0.0049
11.09,0.0317,0.0618,0.0155,0.0344,0.0463,0.0208,0.0152,0.051,0.0063,0.027933333,0.038533333,0.006933333,0.025866667,0.054366667,0.012866667,0.032566667,0.049566667,0.025366667,0.041566667,0.049066667,0.026866667,0.065666667,0.091266667,-0.003733333
11.17,0.033333333,0.062033333,0.015333333,0.036533333,0.047033333,0.020433333,0.016133333,0.049133333,0.008033333,0.030266667,0.040266667,0.010166667,0.0249,0.0554,0.012,0.030966667,0.048566667,0.023466667,0.041933333,0.048233333,0.027233333,0.067166667,0.092466667,-0.004333333
11.25,0.034033333,0.061233333,0.015033333,0.035166667,0.045766667,0.018166667,0.014533333,0.048533333,0.008333333,0.030966667,0.041066667,0.009366667,0.025466667,0.056266667,0.013466667,0.031166667,0.049766667,0.024466667,0.0432,0.0497,0.0293,0.0672,0.0947,-0.0035
11.34,0.034533333,0.061733333,0.015633333,0.036533333,0.048533333,0.021333333,0.015566667,0.049866667,0.007566667,0.03,0.0427,0.011,0.028033333,0.057933333,0.013833333,0.033,0.0512,0.0248,0.045,0.0514,0.0297,0.068633333,0.096333333,-0.002566667
11.42,0.0298,0.0614,0.014,0.037166667,0.048366667,0.021466667,0.016733333,0.051033333,0.008433333,0.0301,0.0428,0.01,0.026566667,0.060666667,0.016666667,0.033533333,0.051433333,0.024933333,0.045233333,0.052633333,0.029533333,0.070266667,0.097766667,-0.002433333
11.5,0.030433333,0.061733333,0.013833333,0.036166667,0.047266667,0.019366667,0.015733333,0.053133333,0.009333333,0.029333333,0.043033333,0.011333333,0.025433333,0.060733333,0.017133333,0.0343,0.052,0.0234,0.0445,0.0528,0.0308,0.070266667,0.099366667,-0.001133333
11.59,0.031733333,0.062433333,0.015733333,0.036733333,0.046633333,0.021633333,0.0147,0.0507,0.0062,0.0289,0.0419,0.0097,0.024033333,0.057733333,0.015533333,0.030766667,0.050666667,0.020666667,0.045266667,0.054166667,0.031966667,0.072,0.1012,-0.0003
11.67,0.030533333,0.062233333,0.013633333,0.0359,0.0477,0.0231,0.017533333,0.047633333,0.008533333,0.0303,0.0415,0.0118,0.028733333,0.058633333,0.017133333,0.0317,0.0515,0.0221,0.046266667,0.055166667,0.032966667,0.071133333,0.103033333,0.000833333
11.75,0.031666667,0.063166667,0.015566667,0.036533333,0.048133333,0.023333333,0.017366667,0.047466667,0.007066667,0.0287,0.0425,0.011,0.0285,0.0588,0.0175,0.032833333,0.048333333,0.022633333,0.045933333,0.054733333,0.032733333,0.072866667,0.103566667,0.000966667
11.84,0.028333333,0.062233333,0.012133333,0.0369,0.0458,0.0217,0.013966667,0.048866667,0.005166667,0.027066667,0.041366667,0.007766667,0.030366667,0.058966667,0.016866667,0.033233333,0.048533333,0.024033333,0.046166667,0.055766667,0.033266667,0.073933333,0.107033333,0.000833333
11.92,0.0269,0.0619,0.0116,0.0378,0.046,0.0205,0.014766667,0.048366667,0.006966667,0.026066667,0.039766667,0.006866667,0.030066667,0.059966667,0.014266667,0.034233333,0.047833333,0.023233333,0.047733333,0.056733333,0.033133333,0.074433333,0.109333333,0.001233333
12,0.0269,0.0621,0.0138,0.0383,0.0486,0.0231,0.014266667,0.048766667,0.007266667,0.0258,0.0391,0.0067,0.032,0.0599,0.0171,0.0341,0.0465,0.023,0.0474,0.0563,0.0344,0.0763,0.1114,0.0016
12.09,0.025433333,0.060933333,0.013733333,0.0368,0.0469,0.0207,0.0156,0.0503,0.0095,0.0266,0.0377,0.0082,0.035133333,0.061533333,0.020733333,0.034766667,0.045166667,0.025166667,0.0475,0.0577,0.0351,0.078233333,0.112433333,0.003433333
12.17,0.022166667,0.059266667,0.011766667,0.035433333,0.045033333,0.018833333,0.013866667,0.049766667,0.009666667,0.027166667,0.039866667,0.009866667,0.0388,0.0637,0.0213,0.037533333,0.046233333,0.023833333,0.047133333,0.057833333,0.036433333,0.079966667,0.115366667,0.005566667
12.25,0.024933333,0.056833333,0.009733333,0.0343,0.0435,0.0191,0.015233333,0.051033333,0.009733333,0.027433333,0.041533333,0.010933333,0.0376,0.0627,0.021,0.0348,0.0463,0.0239,0.045733333,0.055833333,0.035133333,0.0807,0.1155,0.0049
12.34,0.027133333,0.057333333,0.012433333,0.0342,0.0439,0.0214,0.015366667,0.048866667,0.006966667,0.028233333,0.040233333,0.009533333,0.037433333,0.063433333,0.019733333,0.034133333,0.046833333,0.024533333,0.0481,0.0568,0.0367,0.081933333,0.116933333,0.005733333
12.42,0.028466667,0.057466667,0.013766667,0.035133333,0.041933333,0.018533333,0.015233333,0.048333333,0.006433333,0.0287,0.0416,0.0088,0.036266667,0.062566667,0.018466667,0.033866667,0.047866667,0.023266667,0.050033333,0.057933333,0.038433333,0.0827,0.1188,0.0069
12.5,0.026233333,0.058033333,0.013833333,0.036466667,0.044566667,0.019466667,0.015266667,0.048766667,0.005866667,0.026533333,0.042133333,0.008933333,0.0358,0.063,0.0194,0.032566667,0.047566667,0.022866667,0.050766667,0.060866667,0.039566667,0.084466667,0.120066667,0.008966667
12.59,0.024166667,0.058266667,0.012766667,0.0356,0.0435,0.0184,0.0168,0.0489,0.0044,0.028033333,0.040833333,0.007733333,0.035,0.0641,0.0198,0.031933333,0.048533333,0.024233333,0.051133333,0.060133333,0.039733333,0.0858,0.1221,0.011
12.67,0.027766667,0.058466667,0.013066667,0.035133333,0.043033333,0.019933333,0.015333333,0.048833333,0.004133333,0.029733333,0.042133333,0.008533333,0.037266667,0.064566667,0.019566667,0.034366667,0.048066667,0.025366667,0.052033333,0.062833333,0.041233333,0.0849,0.1228,0.012
12.75,0.029966667,0.058966667,0.015166667,0.033533333,0.043133333,0.020333333,0.015533333,0.048233333,0.002833333,0.0277,0.0412,0.009,0.040133333,0.065133333,0.019433333,0.035066667,0.046966667,0.026166667,0.0527,0.0645,0.0419,0.085,0.1247,0.012
12.84,0.027633333,0.060333333,0.015833333,0.034433333,0.042833333,0.021433333,0.017,0.0462,0.0037,0.028433333,0.040933333,0.008233333,0.041266667,0.066666667,0.021866667,0.033566667,0.047866667,0.026766667,0.053233333,0.065633333,0.043533333,0.0877,0.1276,0.0144
12.92,0.026266667,0.060366667,0.015266667,0.0364,0.0438,0.0208,0.017533333,0.046033333,0.003333333,0.0279,0.0405,0.01,0.042033333,0.067033333,0.019733333,0.0332,0.0482,0.0251,0.053066667,0.067066667,0.044766667,0.0882,0.1288,0.0157
13,0.029766667,0.062066667,0.017466667,0.035533333,0.045033333,0.022133333,0.014266667,0.044366667,0.003466667,0.027666667,0.040966667,0.010766667,0.042133333,0.068933333,0.022833333,0.0332,0.0493,0.0248,0.053966667,0.067266667,0.045466667,0.088666667,0.129466667,0.015866667
13.09,0.029933333,0.059333333,0.014933333,0.034366667,0.045666667,0.018966667,0.0165,0.0445,0.0042,0.028633333,0.039233333,0.010033333,0.042233333,0.069833333,0.024433333,0.0321,0.0499,0.0233,0.054166667,0.067766667,0.046666667,0.0898,0.1306,0.0168
13.17,0.0296,0.0616,0.0153,0.033433333,0.043633333,0.019633333,0.015833333,0.043733333,0.004633333,0.029933333,0.039433333,0.010933333,0.0428,0.0717,0.0225,0.033333333,0.048633333,0.024633333,0.055766667,0.069466667,0.046866667,0.087766667,0.130366667,0.018166667
13.25,0.028933333,0.061333333,0.013933333,0.033566667,0.045766667,0.020966667,0.016166667,0.045066667,0.002166667,0.028033333,0.038333333,0.009833333,0.043366667,0.070766667,0.021166667,0.030766667,0.046766667,0.022366667,0.0579,0.07,0.0463,0.088466667,0.132466667,0.020466667
13.34,0.027933333,0.062233333,0.013433333,0.0351,0.0473,0.0217,0.016833333,0.044033333,0.001533333,0.029433333,0.037633333,0.009733333,0.0414,0.0724,0.0218,0.0309,0.0462,0.021,0.057133333,0.070233333,0.045733333,0.0892,0.1342,0.0209
13.42,0.0288,0.063,0.0144,0.034166667,0.047266667,0.021866667,0.019066667,0.045666667,0.002066667,0.03,0.0371,0.0084,0.0403,0.0715,0.0233,0.0317,0.0448,0.0218,0.057433333,0.070533333,0.046533333,0.090266667,0.136166667,0.022966667
13.5,0.031033333,0.063333333,0.015033333,0.033433333,0.047233333,0.018633333,0.0157,0.0457,0.0012,0.029,0.0372,0.0084,0.0427,0.0734,0.023,0.033766667,0.047066667,0.022166667,0.0584,0.0721,0.0468,0.090533333,0.137333333,0.024033333
13.59,0.032633333,0.063933333,0.016533333,0.035366667,0.047666667,0.018766667,0.016566667,0.044666667,0.004166667,0.0283,0.0363,0.0072,0.042433333,0.072833333,0.025233333,0.032866667,0.047666667,0.022666667,0.060966667,0.075066667,0.050066667,0.0912,0.138,0.0235
13.67,0.029766667,0.063066667,0.016266667,0.038033333,0.049033333,0.023033333,0.016733333,0.046933333,0.003733333,0.0302,0.0392,0.0096,0.043966667,0.073766667,0.027666667,0.0341,0.0481,0.0209,0.062266667,0.074166667,0.049766667,0.091533333,0.139033333,0.024733333
13.75,0.0275,0.061,0.014,0.034833333,0.046833333,0.022333333,0.017066667,0.044366667,0.002766667,0.029466667,0.038566667,0.009866667,0.0477,0.0759,0.0284,0.031666667,0.047166667,0.021366667,0.062733333,0.074433333,0.050033333,0.0916,0.1393,0.0263
13.84,0.031433333,0.062733333,0.015633333,0.035133333,0.045433333,0.022733333,0.0165,0.0448,0.0022,0.028333333,0.039333333,0.008933333,0.048966667,0.076966667,0.028766667,0.033066667,0.048966667,0.022666667,0.0635,0.0748,0.0502,0.091366667,0.140166667,0.026466667
13.92,0.031966667,0.062866667,0.015966667,0.035433333,0.045033333,0.024033333,0.017833333,0.046733333,0.001633333,0.027833333,0.039233333,0.008933333,0.051966667,0.075566667,0.029966667,0.0314,0.0477,0.0217,0.0636,0.076,0.0511,0.091433333,0.140933333,0.027233333
14,0.0308,0.0607,0.0158,0.0348,0.0422,0.0222,0.018866667,0.045866667,0.002266667,0.028233333,0.039833333,0.009333333,0.051966667,0.076366667,0.032866667,0.030266667,0.047266667,0.021266667,0.065066667,0.076166667,0.050966667,0.092066667,0.142666667,0.028866667
14.09,0.028633333,0.060833333,0.013633333,0.0354,0.0427,0.023,0.0152,0.0456,0.0045,0.027133333,0.038533333,0.010033333,0.050666667,0.077366667,0.033366667,0.0311,0.0495,0.0232,0.0651,0.0768,0.0526,0.0898,0.142,0.029
14.17,0.031266667,0.061966667,0.016066667,0.033333333,0.043333333,0.022133333,0.015966667,0.045866667,0.005966667,0.0282,0.0378,0.0084,0.0555,0.0787,0.0348,0.029766667,0.048366667,0.022266667,0.063566667,0.076166667,0.053266667,0.091633333,0.143633333,0.029833333
14.25,0.032133333,0.062133333,0.013633333,0.033633333,0.044433333,0.022433333,0.0162,0.0465,0.0037,0.026233333,0.036833333,0.006733333,0.0578,0.0813,0.0349,0.029266667,0.047266667,0.021666667,0.0639,0.0763,0.0528,0.0925,0.1434,0.0307
14.34,0.034366667,0.062766667,0.015666667,0.0345,0.0459,0.0239,0.0169,0.0469,0.0027,0.027,0.0381,0.0057,0.056966667,0.083566667,0.033566667,0.030366667,0.048766667,0.023066667,0.063966667,0.075966667,0.053266667,0.091033333,0.143533333,0.031733333
14.42,0.0353,0.0626,0.017,0.0344,0.0454,0.0244,0.016033333,0.048333333,0.003033333,0.026933333,0.038533333,0.007233333,0.0547,0.0838,0.0336,0.0305,0.049,0.0239,0.064566667,0.078266667,0.055466667,0.0931,0.1457,0.0332
14.5,0.032533333,0.062833333,0.014833333,0.035366667,0.044766667,0.023466667,0.0154,0.0479,0.0029,0.026766667,0.038666667,0.008366667,0.056833333,0.085333333,0.037433333,0.031366667,0.046466667,0.025566667,0.0662,0.0812,0.0578,0.093466667,0.147566667,0.034266667
14.59,0.033533333,0.062933333,0.014733333,0.037033333,0.045833333,0.024833333,0.014666667,0.049266667,0.004466667,0.026933333,0.036933333,0.008933333,0.056533333,0.087833333,0.040033333,0.026966667,0.045066667,0.023666667,0.066133333,0.081333333,0.057933333,0.092166667,0.147766667,0.033866667
14.67,0.031733333,0.062833333,0.014733333,0.037033333,0.045233333,0.026833333,0.016733333,0.049933333,0.005433333,0.027766667,0.036466667,0.010266667,0.058866667,0.089066667,0.041966667,0.028233333,0.046833333,0.024733333,0.066466667,0.081266667,0.058266667,0.0917,0.1492,0.0341
14.75,0.031766667,0.061666667,0.013466667,0.036833333,0.045433333,0.027033333,0.016466667,0.050266667,0.003966667,0.029566667,0.039366667,0.011666667,0.0604,0.0891,0.0442,0.029266667,0.047666667,0.026066667,0.067066667,0.081066667,0.058766667,0.090633333,0.149133333,0.034033333
14.84,0.0299,0.0619,0.0142,0.037666667,0.044966667,0.024866667,0.015733333,0.048533333,0.002433333,0.030533333,0.038333333,0.012233333,0.064133333,0.091633333,0.045833333,0.031533333,0.049533333,0.027233333,0.066133333,0.081733333,0.057933333,0.091866667,0.150966667,0.035766667
14.92,0.029733333,0.060133333,0.014033333,0.0375,0.0437,0.0209,0.012133333,0.047433333,0.003233333,0.030466667,0.039866667,0.012366667,0.0649,0.0942,0.0473,0.0322,0.0501,0.0285,0.0658,0.0814,0.0582,0.0933,0.1528,0.0374
