Duration (Hours),PGY (Modified) SM,PGY (Modified) SM,PGY (Modified) SM,M. curtisii SM,M. curtisii SM,M. curtisii SM,F. vaginae SM,F. vaginae SM,F. vaginae SM,A. christensenii SM,A. christensenii SM,A. christensenii SM
30.09,0.16135,0.19215,0.16135,0.172866667,0.220266667,0.231066667,0.031133333,0.051233333,-0.023366667,0.1996,0.1222,0.0996
30.26,0.16835,0.20865,0.16835,0.186733333,0.223233333,0.239833333,0.032433333,0.052933333,-0.029166667,0.185266667,0.121266667,0.099166667
30.42,0.1639,0.2151,0.1639,0.182133333,0.227433333,0.244933333,0.0349,0.0526,-0.0219,0.184766667,0.120366667,0.091066667
30.59,0.1737,0.225,0.1737,0.182566667,0.230066667,0.242866667,0.0232,0.0551,-0.0246,0.186566667,0.121466667,0.103066667
30.76,0.17975,0.22235,0.17975,0.193033333,0.237933333,0.244833333,0.042733333,0.051033333,-0.022466667,0.185533333,0.115733333,0.108033333
30.92,0.1888,0.2256,0.1888,0.1969,0.2383,0.2472,0.033933333,0.053833333,-0.020866667,0.182366667,0.114066667,0.106066667
31.09,0.1887,0.2452,0.1887,0.214133333,0.254633333,0.258933333,0.036633333,0.056733333,-0.023766667,0.1924,0.1134,0.1016
31.26,0.20125,0.24955,0.20125,0.214833333,0.261133333,0.252133333,0.0395,0.0573,-0.0249,0.193966667,0.116666667,0.100466667
31.42,0.19385,0.25565,0.19385,0.228033333,0.263633333,0.247033333,0.038333333,0.055733333,-0.029166667,0.199866667,0.113366667,0.095666667
31.59,0.20475,0.25545,0.20475,0.2242,0.2663,0.248,0.037433333,0.048933333,-0.026866667,0.199,0.1205,0.1032
31.76,0.21375,0.26075,0.21375,0.233633333,0.273333333,0.247033333,0.0414,0.0597,-0.0251,0.187033333,0.113833333,0.109533333
31.92,0.2203,0.2652,0.2203,0.2376,0.2789,0.2477,0.024466667,0.052966667,-0.026833333,0.183666667,0.124066667,0.111266667
32.09,0.22465,0.26975,0.22465,0.245433333,0.283733333,0.245533333,0.0405,0.0501,-0.0228,0.1924,0.1237,0.1121
32.26,0.22975,0.27945,0.22975,0.250266667,0.288466667,0.250966667,0.03,0.0493,-0.0222,0.191533333,0.120233333,0.112233333
32.42,0.233,0.2767,0.233,0.254033333,0.291633333,0.243233333,0.033533333,0.053533333,-0.018666667,0.1859,0.1081,0.1039
32.59,0.2339,0.2756,0.2339,0.255766667,0.295966667,0.248466667,0.0192,0.0535,-0.0281,0.183766667,0.118566667,0.114366667
32.76,0.23845,0.28145,0.23845,0.2646,0.2974,0.2506,0.036933333,0.055333333,-0.019266667,0.187266667,0.116466667,0.112766667
32.92,0.2388,0.2889,0.2388,0.268666667,0.303466667,0.250166667,0.036733333,0.060233333,-0.024966667,0.195033333,0.120233333,0.116333333
33.09,0.2364,0.285,0.2364,0.275166667,0.307766667,0.251066667,0.036233333,0.058633333,-0.028666667,0.190666667,0.112966667,0.103666667
33.26,0.2304,0.2827,0.2304,0.2724,0.3062,0.242,0.026633333,0.057833333,-0.022566667,0.189566667,0.110366667,0.115766667
33.42,0.246,0.301,0.246,0.2816,0.3129,0.2508,0.023666667,0.055266667,-0.026833333,0.185466667,0.115066667,0.113466667
33.59,0.2531,0.3,0.2531,0.286033333,0.317833333,0.253133333,0.036466667,0.049366667,-0.025233333,0.181333333,0.114133333,0.112133333
33.76,0.2362,0.2923,0.2362,0.298066667,0.316766667,0.257566667,0.041466667,0.056466667,-0.016833333,0.183466667,0.112666667,0.111766667
33.92,0.2541,0.3046,0.2541,0.288533333,0.302733333,0.249833333,0.038866667,0.056566667,-0.024233333,0.1854,0.117,0.1205
34.09,0.26255,0.30705,0.26255,0.294333333,0.305233333,0.249533333,0.0423,0.0567,-0.0295,0.1949,0.116,0.1073
34.26,0.2611,0.3033,0.2611,0.2998,0.3088,0.2564,0.039933333,0.057433333,-0.023066667,0.185033333,0.110333333,0.112233333
34.42,0.26675,0.30585,0.26675,0.3002,0.3085,0.2535,0.044066667,0.058466667,-0.018233333,0.1848,0.1097,0.1072
34.59,0.2487,0.2957,0.2487,0.2938,0.3015,0.2483,0.0355,0.0494,-0.0241,0.1851,0.1193,0.1203
34.76,0.2647,0.2974,0.2647,0.2883,0.3036,0.2511,0.032866667,0.055766667,-0.020433333,0.1836,0.1176,0.1208
34.92,0.26115,0.29975,0.26115,0.2894,0.3084,0.2601,0.047733333,0.065133333,-0.015666667,0.175866667,0.104666667,0.108066667
35.09,0.2447,0.2877,0.2447,0.288233333,0.302133333,0.247933333,0.049833333,0.057733333,-0.019066667,0.174933333,0.105933333,0.101133333
35.26,0.2541,0.3004,0.2541,0.292266667,0.309766667,0.262366667,0.035466667,0.059766667,-0.019533333,0.1733,0.1081,0.1093
35.42,0.2554,0.2994,0.2554,0.2951,0.31,0.2584,0.0428,0.0615,-0.0176,0.1845,0.1175,0.1162
35.59,0.2565,0.3044,0.2565,0.283766667,0.303766667,0.259666667,0.0381,0.0551,-0.0261,0.1775,0.1185,0.1165
35.76,0.25255,0.30075,0.25255,0.2956,0.3115,0.2651,0.040133333,0.060733333,-0.020066667,0.188733333,0.121733333,0.128633333
35.92,0.2459,0.2945,0.2459,0.295633333,0.311433333,0.265833333,0.045333333,0.062833333,-0.022966667,0.185266667,0.118066667,0.114866667
36.09,0.2554,0.3011,0.2554,0.290333333,0.306733333,0.258133333,0.0446,0.0578,-0.0313,0.203866667,0.118166667,0.123366667
36.26,0.24545,0.29735,0.24545,0.2949,0.3086,0.266,0.039666667,0.057966667,-0.034633333,0.182533333,0.114733333,0.119733333
36.42,0.24955,0.29865,0.24955,0.2878,0.3004,0.2564,0.0283,0.0535,-0.0286,0.1876,0.1207,0.1239
36.59,0.2455,0.2969,0.2455,0.2869,0.3088,0.2624,0.028233333,0.057333333,-0.018866667,0.188833333,0.117133333,0.126733333
36.76,0.25305,0.30475,0.25305,0.289833333,0.313733333,0.271733333,0.0492,0.062,-0.0211,0.178166667,0.116366667,0.118166667
36.92,0.2458,0.2996,0.2458,0.2921,0.313,0.2686,0.033333333,0.059133333,-0.018466667,0.1904,0.1183,0.122
37.09,0.24255,0.29675,0.24255,0.2863,0.3048,0.258,0.0485,0.0581,-0.023,0.1919,0.1164,0.1107
37.26,0.2513,0.3007,0.2513,0.297366667,0.305766667,0.257966667,0.0396,0.0611,-0.0302,0.185066667,0.125766667,0.120866667
37.42,0.2562,0.3061,0.2562,0.2981,0.317,0.266,0.037633333,0.057633333,-0.023766667,0.190933333,0.117433333,0.114733333
37.59,0.2495,0.3046,0.2495,0.292433333,0.315333333,0.264133333,0.045066667,0.066066667,-0.020333333,0.183866667,0.114266667,0.118966667
37.76,0.26465,0.31885,0.26465,0.304666667,0.323166667,0.273366667,0.045866667,0.065966667,-0.020133333,0.1871,0.1208,0.1231
37.92,0.24865,0.30845,0.24865,0.2915,0.3195,0.2658,0.045133333,0.062433333,-0.025066667,0.181333333,0.118233333,0.114533333
38.09,0.255,0.3058,0.255,0.296266667,0.317166667,0.260466667,0.0405,0.0715,-0.0205,0.178033333,0.118033333,0.111833333
38.26,0.26635,0.32005,0.26635,0.2987,0.3171,0.2684,0.0438,0.0562,-0.0268,0.180766667,0.114266667,0.118966667
38.42,0.2614,0.3158,0.2614,0.299533333,0.319733333,0.266033333,0.044166667,0.063966667,-0.023833333,0.1798,0.1179,0.1195
38.59,0.26185,0.31385,0.26185,0.299533333,0.321333333,0.261933333,0.0384,0.0606,-0.0204,0.1862,0.1249,0.123
38.76,0.2715,0.3222,0.2715,0.2994,0.3116,0.2567,0.045533333,0.065533333,-0.022366667,0.180633333,0.116533333,0.109933333
38.92,0.2525,0.3045,0.2525,0.3085,0.3299,0.2682,0.041533333,0.063333333,-0.025066667,0.1777,0.1219,0.116
39.09,0.2703,0.3198,0.2703,0.3049,0.3197,0.2636,0.0472,0.0666,-0.0151,0.177133333,0.107533333,0.113833333
39.26,0.2617,0.3156,0.2617,0.304833333,0.328833333,0.266533333,0.032566667,0.066766667,-0.019633333,0.192566667,0.124066667,0.121366667
39.42,0.27235,0.32035,0.27235,0.3068,0.3294,0.2718,0.050366667,0.066566667,-0.019433333,0.185933333,0.129433333,0.129133333
39.59,0.2651,0.3138,0.2651,0.306733333,0.328033333,0.268233333,0.0483,0.0714,-0.0141,0.187933333,0.127633333,0.123833333
39.76,0.26585,0.31795,0.26585,0.3064,0.3257,0.268,0.048566667,0.058466667,-0.017533333,0.1823,0.1233,0.1173
39.92,0.25585,0.30695,0.25585,0.304833333,0.325533333,0.265233333,0.041966667,0.070966667,-0.014533333,0.1821,0.1191,0.1186
40.09,0.26965,0.31175,0.26965,0.307766667,0.324266667,0.261766667,0.047433333,0.061333333,-0.015266667,0.1946,0.1276,0.1172
40.26,0.26955,0.31625,0.26955,0.3082,0.3256,0.2671,0.047833333,0.062233333,-0.014866667,0.191433333,0.127833333,0.119333333
40.42,0.2692,0.3186,0.2692,0.307366667,0.320366667,0.258566667,0.045733333,0.066733333,-0.015166667,0.174566667,0.124266667,0.122866667
40.59,0.26095,0.31165,0.26095,0.301133333,0.320433333,0.256833333,0.0396,0.0617,-0.0204,0.191733333,0.121633333,0.119733333
40.76,0.2745,0.323,0.2745,0.312066667,0.333166667,0.270566667,0.033733333,0.070333333,-0.013966667,0.1866,0.1335,0.1194
40.92,0.2698,0.3147,0.2698,0.306333333,0.320733333,0.260233333,0.0477,0.0657,-0.014,0.197833333,0.132433333,0.121633333
41.09,0.26025,0.30775,0.26025,0.3072,0.3244,0.266,0.046333333,0.059333333,-0.022066667,0.196533333,0.130233333,0.114333333
41.26,0.2701,0.317,0.2701,0.3117,0.3269,0.2657,0.035766667,0.065066667,-0.024033333,0.1992,0.1379,0.1161
41.42,0.26075,0.31305,0.26075,0.301966667,0.323266667,0.257266667,0.052166667,0.072266667,-0.012333333,0.1905,0.1222,0.1185
41.59,0.2663,0.3167,0.2663,0.308766667,0.328466667,0.262466667,0.0471,0.0657,-0.0178,0.193266667,0.126566667,0.111266667
41.76,0.2695,0.3192,0.2695,0.310333333,0.323733333,0.261933333,0.047233333,0.071133333,-0.010466667,0.1911,0.127,0.1204
41.92,0.2732,0.3224,0.2732,0.308066667,0.324666667,0.265366667,0.051766667,0.066266667,-0.010833333,0.1886,0.1319,0.1282
42.09,0.2648,0.3117,0.2648,0.3067,0.3262,0.2579,0.047466667,0.068666667,-0.024233333,0.195566667,0.131966667,0.119766667
42.26,0.26165,0.31045,0.26165,0.302033333,0.321033333,0.260133333,0.044833333,0.069633333,-0.022966667,0.178033333,0.130733333,0.112733333
42.42,0.2553,0.3083,0.2553,0.310933333,0.333933333,0.266933333,0.0457,0.0691,-0.0145,0.179633333,0.128533333,0.117933333
42.59,0.26305,0.31435,0.26305,0.310933333,0.331833333,0.265933333,0.047366667,0.070766667,-0.010133333,0.194666667,0.134966667,0.121466667
42.76,0.2706,0.3171,0.2706,0.3046,0.3213,0.2596,0.0333,0.0686,-0.0107,0.185133333,0.131833333,0.115733333
42.92,0.26505,0.31455,0.26505,0.3109,0.3292,0.266,0.0352,0.0689,-0.0145,0.1818,0.1293,0.1185
43.09,0.25675,0.31085,0.25675,0.310766667,0.323666667,0.263466667,0.052533333,0.073533333,-0.011666667,0.194533333,0.135333333,0.118733333
43.26,0.2578,0.3131,0.2578,0.303766667,0.328466667,0.255066667,0.054933333,0.076133333,-0.015966667,0.185533333,0.138133333,0.128233333
43.42,0.26925,0.31715,0.26925,0.304033333,0.321033333,0.259333333,0.049433333,0.069733333,-0.015566667,0.1876,0.1325,0.1146
43.59,0.26395,0.31395,0.26395,0.307666667,0.328966667,0.263566667,0.046666667,0.072466667,-0.017633333,0.184066667,0.129666667,0.120566667
43.76,0.2678,0.3209,0.2678,0.310866667,0.327266667,0.262366667,0.049266667,0.073366667,-0.003933333,0.181466667,0.131866667,0.115166667
43.92,0.26425,0.31685,0.26425,0.3014,0.3226,0.2586,0.0477,0.0703,-0.0185,0.1866,0.1345,0.1193
44.09,0.26595,0.31365,0.26595,0.305266667,0.321366667,0.260766667,0.0499,0.0713,-0.0183,0.180733333,0.131933333,0.114833333
44.26,0.2724,0.3243,0.2724,0.307866667,0.331566667,0.262666667,0.046433333,0.075833333,-0.007766667,0.181566667,0.138466667,0.114566667
44.42,0.2641,0.3113,0.2641,0.305633333,0.326433333,0.260833333,0.0499,0.0713,-0.0169,0.1925,0.1358,0.1156
44.59,0.261,0.313,0.261,0.308366667,0.332566667,0.266266667,0.041933333,0.075133333,-0.009866667,0.182,0.131,0.1182
44.76,0.25615,0.30855,0.25615,0.304733333,0.328933333,0.265033333,0.0462,0.0666,-0.0108,0.191866667,0.138466667,0.112666667
44.93,0.26215,0.31665,0.26215,0.309066667,0.328366667,0.264666667,0.0371,0.0714,-0.0079,0.1846,0.131,0.1212
45.09,0.26865,0.31315,0.26865,0.3048,0.3264,0.2608,0.0554,0.0801,-0.0127,0.194466667,0.132966667,0.115566667
45.26,0.26415,0.31925,0.26415,0.304033333,0.329433333,0.261633333,0.046666667,0.062866667,-0.010833333,0.184066667,0.137966667,0.115466667
45.43,0.2662,0.3131,0.2662,0.300833333,0.330333333,0.262833333,0.047766667,0.076566667,-0.011233333,0.1854,0.1327,0.1187
45.59,0.267,0.3175,0.267,0.3043,0.3281,0.2578,0.036666667,0.059166667,-0.017733333,0.186133333,0.131333333,0.110933333
