Component 1,Component 2,Label,Species,Classification
-490.6328877,-385.4446122,1358.1413.sbml.csv,Lactococcus lactis,Streptococcaceae
653.2293104,34.13349116,1358.1413.sbml.csv,Lactococcus lactis,Streptococcaceae
674.9548299,395.7344513,1358.1413.sbml.csv,Lactococcus lactis,Streptococcaceae
-590.9305739,559.5558774,1358.1413.sbml.csv,Lactococcus lactis,Streptococcaceae
-166.7323311,727.0647941,1358.1413.sbml.csv,Lactococcus lactis,Streptococcaceae
820.3454273,671.8336144,1358.1413.sbml.csv,Lactococcus lactis,Streptococcaceae
-860.3519624,830.4906647,1358.1413.sbml.csv,Lactococcus lactis,Streptococcaceae
-389.175425,1311.535614,1358.1413.sbml.csv,Lactococcus lactis,Streptococcaceae
-954.0815152,-1228.150036,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2540.486169,-2813.854472,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2734.076059,-787.1597475,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1997.922784,-3267.415581,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2509.827323,-767.4256922,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2749.7942,-1060.5484,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2285.776732,-1255.563117,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1661.562899,-452.8341328,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1220.666527,-1594.942696,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2806.635376,-1805.366884,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2252.294019,-2267.089081,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2008.347708,-1740.839827,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-3474.26058,-1716.382702,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-3413.135696,-1817.708502,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-807.8638519,-745.2840991,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1914.157332,-2440.473408,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2485.149149,-1758.783679,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1945.739655,-1516.21136,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2044.209988,-1048.255534,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2687.903194,-1833.128051,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2537.804951,-2297.345113,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2054.087048,-438.446243,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2035.48161,-2413.548705,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1202.22981,-1050.547667,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1866.221169,-1586.820275,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2516.548773,-2350.744164,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2639.822548,-828.096385,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1608.601655,-69.44135222,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1542.726206,-1022.957899,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2534.417171,-117.6902349,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2354.63178,-2262.957607,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1941.058618,-743.5909437,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1491.161606,-1430.926304,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-3228.732162,-2338.459148,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2608.71229,-1489.531226,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2357.357898,-2273.288313,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-3160.606224,-2090.69604,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2645.263538,-2528.307487,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2542.325153,-2311.975944,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2393.488249,-2827.504494,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-3015.677569,-1795.435365,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1175.780579,-2167.991614,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2272.951612,-144.8632742,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2710.318539,-3021.282354,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2386.809886,-1818.672166,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2522.011683,-1756.193611,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1249.36106,929.0594631,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2785.401641,-3321.950684,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-2551.588191,-2503.700753,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-1341.407715,-1374.060937,1587.750.sbml.csv,Lactobacillus helveticus,Lactobacillaceae
-697.4973897,2257.552049,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-2180.086828,2204.834021,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-649.2271071,1993.022403,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1460.442602,1614.115696,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1185.40151,2475.860084,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1079.299324,1678.345877,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-469.5686641,2720.360345,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-822.0142889,2220.01583,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1084.444911,2695.666008,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1401.381366,2378.480407,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1043.121682,3141.114454,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-702.8598151,1104.672484,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-2391.541892,2875.728006,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-256.3456951,3794.841889,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-829.2621018,2748.466843,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1107.546782,1640.871466,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1486.055292,2452.058617,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1733.318696,3128.123113,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1457.542881,1858.982205,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-306.9909275,2204.582092,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-2471.540675,2828.870751,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1359.053493,2625.89865,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1729.739308,3295.526834,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-773.932254,2783.093712,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1049.691188,2745.810879,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1114.372718,1931.767415,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-757.7280391,3158.112237,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1198.48498,2046.412649,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-947.0305584,1685.961164,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1468.10894,3161.450248,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-570.5132564,3081.19145,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-549.0978512,2416.135932,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1775.348507,2089.472417,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1971.240821,1989.944541,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-450.5349904,2971.713401,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-642.1995522,2363.163551,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1257.878415,2618.676488,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-928.2903387,2798.209817,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-939.7724521,2241.855549,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1035.240525,1599.170501,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1076.874282,1934.575113,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-37.4043775,2812.090189,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-650.1093624,1955.006146,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-926.2832666,2351.409635,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-474.9736652,2915.770414,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1144.629528,1970.108266,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-523.5051098,2639.477805,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1011.316893,2845.638664,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1318.616058,685.5890246,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-1243.086563,2458.167173,28025.291.sbml.csv,Bifidobacterium animalis II,Bifidobacteriaceae
-563.1535487,1209.534655,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-141.7956804,1019.392782,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-264.2368872,1391.116196,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
329.8769641,2422.698135,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-327.729695,854.2334069,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-578.2168735,1962.052997,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-282.9564431,1901.930487,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-203.6294635,621.8301729,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-56.03223518,1522.842805,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-104.3200222,2503.940993,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-48.52878681,1805.711963,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-456.1246186,2005.092618,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-301.4866779,1824.649117,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
64.1713199,2568.398535,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-162.984784,1033.893699,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-240.3421048,1791.444183,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
118.7482621,1238.354108,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
87.64918338,2042.121675,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-485.2566109,1248.809275,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
88.9736548,1575.346547,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
228.3876859,2050.40126,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
63.20569743,731.195523,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-496.7059234,1745.333896,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-527.7915993,1044.854613,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
169.2870342,706.4417849,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-264.3966795,1157.171208,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-186.0505262,1194.399074,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-388.4918537,862.4320685,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-611.1746271,1401.987776,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-596.8305467,1171.029038,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-92.10498417,2264.814363,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-23.9604228,466.8965261,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-20.15152057,1856.383135,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-135.8538788,1904.640513,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-21.57344208,824.253742,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-232.2781239,1514.075995,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-43.15509159,1894.573364,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-394.4973473,1454.761194,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
178.0700791,1331.790086,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-255.7690794,1772.516319,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-366.0871824,870.6409555,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-68.77325888,2128.870111,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-145.500241,1109.648444,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-469.9297162,869.9821352,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-91.44014346,2174.953355,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-184.5547335,1244.997029,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-504.1800113,1326.474599,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-386.0014851,1455.537219,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
156.3028184,1744.155707,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
-292.0984745,931.2532354,239935.2189.sbml.csv,Akkermansia muciniphila,Akkermansiaceae
24.04433182,1609.490035,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
486.9356328,1861.858464,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
24.32788438,1353.07625,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
813.3994531,1674.094376,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
388.1061872,2054.28235,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
867.344519,2336.567277,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1065.125835,1185.950338,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1119.780392,1866.3167,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1037.723047,1611.771644,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1319.617732,1741.771281,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
829.0637595,943.9096086,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
765.5312681,656.6551395,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
568.3935677,974.1902652,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
775.4592149,1886.164109,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
708.6453477,2035.013849,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
683.4769135,1149.716173,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
537.843191,1632.631726,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
104.563651,919.5816305,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
858.789689,1057.234386,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
456.5681456,618.83764,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
589.9569516,1610.288087,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
713.0192644,1846.534947,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
507.242081,2477.563644,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1194.812157,2531.782812,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
363.2525044,2799.420642,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
929.5088291,1389.30007,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
723.1138988,1162.188476,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1197.025947,2174.60462,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
109.5780358,440.2281914,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1349.854782,1548.790793,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
-462.6926618,1490.184017,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
650.8396762,1615.894484,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
928.3037163,1876.089248,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
459.2757341,1387.278009,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1057.178899,2097.395394,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
130.1704987,1545.378207,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1196.674387,2310.635286,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
625.8457197,2127.014122,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1109.742969,2380.602849,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1228.479057,1835.647243,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
831.7279604,2540.974755,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
556.643669,1653.203915,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
854.8169286,1081.104713,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
374.6471337,1816.180371,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1235.443798,2788.307772,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
461.7806628,2723.107849,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1012.582177,1992.837491,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1035.253373,1822.961725,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1401.092812,2206.825488,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
-194.2231082,1905.13133,398513.13.sbml.csv,Bifidobacterium bifidum,Bifidobacteriaceae
1457.080961,1271.883339,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
768.2867924,580.9893453,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
319.0914345,-331.5808201,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
1332.132348,100.1713168,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
405.0663746,-1089.110409,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-2785.970548,27.72367894,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-305.7984405,55.84891234,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
106.444567,-1594.887151,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
976.9119327,388.4692515,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
820.9511183,-53.53891871,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
217.5946204,969.3390777,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
866.854885,-741.4309227,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
652.5772024,-1262.004172,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-323.1934866,-385.4884338,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-228.7389221,-1761.631157,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
1538.905694,-1129.042319,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-868.8561945,-784.8371622,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
421.559653,-697.68373,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
797.7032701,-990.2610536,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-209.2042704,-178.568245,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-470.6555154,886.8222843,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-90.13695983,564.3727422,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
458.6897475,-363.0599486,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
154.7352435,-369.1236615,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-1006.695019,-45.44166729,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
905.244702,91.60420156,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
812.4246514,369.1821838,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
418.0610171,-661.392193,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-903.4285046,-346.5608439,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
508.2326918,128.4414117,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
1748.34538,-897.7538902,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
215.5986848,301.6897384,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
652.1549082,-567.3188222,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-727.5498247,831.4406763,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-127.4271794,769.4716441,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
181.3523517,-222.5683646,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
689.0892184,1239.150501,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-99.81918097,-1257.089137,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-581.0143446,-820.9648736,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
676.2190968,1561.76265,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
4.537550807,379.914003,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
2.075833954,-970.798589,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-1525.981532,357.354786,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
53.06312838,-1460.610409,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-244.8102031,-587.5790807,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-269.9862699,171.6368965,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-387.5022128,-155.5437713,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
885.6952947,104.8828744,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
-460.7040463,339.5921064,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
663.7017911,191.0696451,1613.511.sbml.csv,Limosilactobacillus fermentum I,Lactobacillaceae
267.9616898,-1813.752649,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
876.5170251,-999.9569791,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
674.1532627,-2109.19595,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1654.361749,-1725.924261,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
763.7446178,-851.7131441,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1314.738425,-1747.272877,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1454.682793,-612.9001536,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
345.4652869,-636.7992516,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
-18.1315486,-792.8173161,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1162.214256,-426.5616545,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
588.9240171,-1232.651354,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
13.29357062,-1104.094126,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
912.5003765,-296.2507211,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
164.1719525,-1357.863408,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1566.830949,-761.8426465,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1062.716837,-257.9700346,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1604.502394,42.12854042,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1093.085973,-701.5297757,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1622.955115,-1768.059202,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
2255.637849,-1911.757002,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1915.49363,-1745.950473,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1587.439061,-2059.65243,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1827.3017,-1189.979557,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1620.909143,-1704.915689,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1487.48637,-2213.602666,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
414.2856224,149.6406444,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
-106.5262169,-703.0416997,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1980.494181,-359.7716165,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
1068.041427,-124.178191,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
693.6284776,-710.0254776,1580.66.sbml.csv,Lactobacillus brevis,Lactobacillaceae
