Duration (Hours),PGY (Modified) Media,PGY (Modified) Media,PGY (Modified) Media,A. christensenii SM,A. christensenii SM,A. christensenii SM,F. vaginae SM,F. vaginae SM,F. vaginae SM,A. tetradius SM,A. tetradius SM,A. tetradius SM,E. massiliensis SM,E. massiliensis SM,E. massiliensis SM,C. bergeronii SM,C. bergeronii SM,C. bergeronii SM,A. marseille SM,A. marseille SM,A. marseille SM,L. jensenii SM,L. jensenii SM,L. jensenii SM,A. lactolyticus SM,A. lactolyticus SM,A. lactolyticus SM,P. vaginalis SM,P. vaginalis SM,P. vaginalis SM,V. bacterium SM,V. bacterium SM,V. bacterium SM,M. curtisii SM,M. curtisii SM,M. curtisii SM
15.84,0.415933333,0.399633333,0.377933333,0.3313,0.3457,0.3144,0.113233333,0.123333333,0.094833333,0.058033333,0.073033333,0.034533333,0.3969,0.4154,0.3957,0.3237,0.3277,0.2927,0.328966667,0.337466667,0.317666667,0.039233333,0.049733333,0.005533333,0.075133333,0.079233333,0.057433333,0.3723,0.3799,0.3188,0.395866667,0.409266667,0.393366667,0.4027,0.4158,0.4084
15.92,0.416233333,0.401233333,0.378133333,0.333266667,0.346266667,0.315966667,0.1124,0.1251,0.0964,0.057266667,0.073966667,0.033366667,0.394566667,0.414466667,0.394166667,0.324166667,0.327766667,0.293866667,0.325933333,0.336233333,0.316233333,0.039533333,0.049633333,0.007633333,0.074933333,0.080033333,0.058833333,0.371766667,0.378366667,0.315766667,0.395666667,0.407966667,0.392266667,0.4041,0.4166,0.4099
16,0.4176,0.4014,0.3785,0.334833333,0.348333333,0.316833333,0.1131,0.1265,0.0966,0.0575,0.0741,0.0308,0.393633333,0.414133333,0.393433333,0.3276,0.3306,0.2966,0.3258,0.3373,0.3169,0.036766667,0.048066667,0.008466667,0.075633333,0.079833333,0.056833333,0.372066667,0.378766667,0.316366667,0.3953,0.4072,0.3901,0.405433333,0.417233333,0.409633333
16.09,0.415733333,0.399733333,0.376933333,0.3331,0.3476,0.3148,0.112266667,0.125466667,0.093866667,0.056366667,0.075066667,0.029166667,0.394066667,0.415666667,0.394766667,0.325533333,0.328033333,0.293333333,0.325466667,0.337166667,0.316766667,0.0376,0.0487,0.0091,0.076666667,0.081766667,0.058966667,0.370633333,0.376333333,0.315233333,0.393933333,0.405633333,0.390033333,0.403633333,0.416833333,0.410033333
16.17,0.4159,0.4004,0.3777,0.3344,0.3479,0.3154,0.113066667,0.124166667,0.093866667,0.0546,0.0749,0.0297,0.3933,0.4143,0.3939,0.3266,0.327,0.2939,0.324666667,0.337166667,0.316166667,0.039766667,0.049666667,0.008166667,0.073933333,0.082133333,0.057733333,0.370733333,0.375733333,0.316033333,0.3942,0.4051,0.3896,0.403566667,0.416466667,0.410266667
16.25,0.4147,0.3998,0.3784,0.333833333,0.346433333,0.315633333,0.114766667,0.125666667,0.094466667,0.0542,0.0748,0.03,0.393766667,0.414566667,0.394866667,0.324533333,0.326033333,0.293133333,0.325166667,0.337566667,0.314466667,0.039966667,0.049066667,0.009666667,0.073666667,0.082666667,0.058566667,0.371633333,0.376733333,0.317233333,0.393466667,0.405766667,0.389466667,0.401566667,0.416066667,0.408766667
16.34,0.414666667,0.400366667,0.378466667,0.335266667,0.347266667,0.316366667,0.111933333,0.123233333,0.095433333,0.0563,0.0737,0.0331,0.394966667,0.415066667,0.395866667,0.323066667,0.325066667,0.291166667,0.3252,0.3366,0.3149,0.040166667,0.050066667,0.008766667,0.0752,0.0838,0.0595,0.372466667,0.378066667,0.319166667,0.394066667,0.405866667,0.389966667,0.4002,0.415,0.4075
16.42,0.413833333,0.399633333,0.377933333,0.335233333,0.347433333,0.314833333,0.110466667,0.122166667,0.095366667,0.053733333,0.073333333,0.032033333,0.396066667,0.415266667,0.396666667,0.323833333,0.326033333,0.291933333,0.323566667,0.335666667,0.314066667,0.039333333,0.049233333,0.007133333,0.076533333,0.081833333,0.060133333,0.373666667,0.378466667,0.319066667,0.392866667,0.406366667,0.390766667,0.4013,0.4159,0.409
16.5,0.415133333,0.401033333,0.378533333,0.334166667,0.346966667,0.315166667,0.1127,0.1239,0.0974,0.054566667,0.073066667,0.030566667,0.397166667,0.416766667,0.397466667,0.323666667,0.326066667,0.291066667,0.3244,0.3362,0.3144,0.040366667,0.050366667,0.007566667,0.0755,0.0826,0.0599,0.3754,0.3817,0.3219,0.394366667,0.408066667,0.390866667,0.399766667,0.413666667,0.406066667
16.59,0.414933333,0.400733333,0.377133333,0.333866667,0.346366667,0.314166667,0.113266667,0.122766667,0.096066667,0.052466667,0.073866667,0.034566667,0.397466667,0.416766667,0.397966667,0.321966667,0.325966667,0.292466667,0.324466667,0.335866667,0.314766667,0.039733333,0.049233333,0.008433333,0.076466667,0.083266667,0.060166667,0.373566667,0.379966667,0.320366667,0.394666667,0.408466667,0.391866667,0.3997,0.414,0.4056
16.67,0.414433333,0.399733333,0.376933333,0.3346,0.3453,0.3143,0.113366667,0.122666667,0.097066667,0.055266667,0.074166667,0.035266667,0.397266667,0.415566667,0.397366667,0.322966667,0.325766667,0.292766667,0.323766667,0.336466667,0.313766667,0.040066667,0.049066667,0.009166667,0.075833333,0.081733333,0.059233333,0.373933333,0.379233333,0.318733333,0.395533333,0.407533333,0.392533333,0.399133333,0.414333333,0.405833333
16.75,0.415366667,0.401366667,0.376866667,0.334566667,0.344666667,0.313866667,0.1136,0.1222,0.0961,0.056466667,0.073766667,0.035666667,0.3952,0.4134,0.3947,0.322033333,0.325733333,0.291333333,0.324666667,0.336166667,0.315166667,0.040633333,0.048633333,0.009933333,0.075966667,0.082466667,0.059566667,0.372533333,0.378433333,0.318333333,0.395366667,0.406866667,0.392466667,0.400633333,0.415033333,0.408333333
16.84,0.4135,0.3995,0.3742,0.334166667,0.345966667,0.314166667,0.114166667,0.123366667,0.096466667,0.0572,0.0729,0.0332,0.3944,0.413,0.3938,0.324533333,0.327733333,0.293333333,0.323966667,0.336866667,0.315266667,0.040333333,0.047933333,0.010133333,0.0762,0.0825,0.0595,0.372133333,0.378833333,0.319733333,0.396133333,0.407233333,0.392733333,0.399533333,0.413633333,0.406033333
16.92,0.4141,0.4001,0.3757,0.3357,0.3466,0.3146,0.114466667,0.123766667,0.096566667,0.0574,0.0722,0.0326,0.393733333,0.413933333,0.394333333,0.323333333,0.327233333,0.292133333,0.3229,0.3349,0.314,0.0412,0.0499,0.0121,0.0755,0.0821,0.0595,0.371866667,0.379566667,0.319966667,0.395966667,0.407766667,0.393166667,0.399833333,0.414833333,0.406133333
17,0.414233333,0.399233333,0.375533333,0.335066667,0.346466667,0.314866667,0.113966667,0.123066667,0.096666667,0.059066667,0.072066667,0.035166667,0.393333333,0.414733333,0.394533333,0.323066667,0.326266667,0.291966667,0.322133333,0.334033333,0.314033333,0.041533333,0.049333333,0.010933333,0.073433333,0.080533333,0.057533333,0.371533333,0.378333333,0.319433333,0.394366667,0.407966667,0.392466667,0.401633333,0.414433333,0.407233333
17.09,0.415133333,0.400933333,0.377933333,0.333533333,0.346733333,0.316133333,0.1159,0.1236,0.0987,0.058833333,0.072633333,0.036033333,0.3924,0.4139,0.3943,0.323466667,0.325866667,0.289866667,0.3226,0.3337,0.3141,0.0417,0.0514,0.0135,0.071833333,0.080633333,0.056333333,0.367633333,0.376633333,0.317433333,0.394466667,0.407866667,0.392066667,0.398733333,0.414033333,0.405733333
17.17,0.413033333,0.399133333,0.375733333,0.3328,0.3468,0.3162,0.1159,0.1229,0.0985,0.058133333,0.069833333,0.034333333,0.394,0.4136,0.3944,0.3225,0.3241,0.2871,0.321333333,0.332333333,0.311833333,0.039733333,0.048533333,0.009833333,0.073566667,0.083066667,0.057666667,0.367433333,0.375433333,0.313733333,0.3928,0.406,0.3881,0.3982,0.413,0.4059
17.25,0.413066667,0.400566667,0.376966667,0.3335,0.3473,0.3169,0.113333333,0.122233333,0.098233333,0.056066667,0.071766667,0.035366667,0.3933,0.4135,0.3938,0.3235,0.3256,0.2882,0.3212,0.3328,0.3129,0.038933333,0.047533333,0.009833333,0.073466667,0.083366667,0.056266667,0.3712,0.3787,0.3167,0.3937,0.4073,0.3893,0.397866667,0.414266667,0.407466667
17.34,0.412466667,0.400066667,0.376966667,0.333633333,0.347233333,0.315733333,0.114333333,0.124333333,0.098133333,0.056866667,0.071066667,0.034666667,0.392566667,0.413966667,0.393466667,0.3245,0.3262,0.2902,0.320966667,0.332466667,0.312866667,0.040333333,0.046633333,0.008833333,0.074566667,0.083566667,0.056766667,0.370866667,0.377966667,0.316866667,0.394866667,0.408766667,0.392066667,0.3976,0.4145,0.4079
17.42,0.4129,0.3994,0.376,0.3323,0.3463,0.3146,0.114833333,0.125233333,0.097033333,0.054433333,0.072033333,0.033833333,0.394566667,0.415566667,0.394366667,0.3229,0.326,0.2893,0.321366667,0.332966667,0.313266667,0.0407,0.0476,0.0086,0.073366667,0.082966667,0.057166667,0.3714,0.3784,0.318,0.393433333,0.408233333,0.391533333,0.3968,0.4146,0.4067
17.5,0.412533333,0.398633333,0.374533333,0.333733333,0.345933333,0.314033333,0.115066667,0.125666667,0.096566667,0.054833333,0.071933333,0.033833333,0.394033333,0.414033333,0.394733333,0.322933333,0.326333333,0.290933333,0.322966667,0.333966667,0.313366667,0.041566667,0.048066667,0.007566667,0.074,0.0822,0.0574,0.372533333,0.378533333,0.319533333,0.393,0.4086,0.3914,0.3965,0.4127,0.4042
17.59,0.4133,0.4008,0.3765,0.333733333,0.345833333,0.313533333,0.117533333,0.126633333,0.097933333,0.055766667,0.073366667,0.034866667,0.394333333,0.414033333,0.394333333,0.323333333,0.326933333,0.292133333,0.321533333,0.332833333,0.311633333,0.042366667,0.046366667,0.007566667,0.0748,0.0842,0.0593,0.3722,0.3789,0.3195,0.393066667,0.407866667,0.391466667,0.399133333,0.414133333,0.406333333
17.67,0.4131,0.3986,0.3755,0.3334,0.3459,0.314,0.117566667,0.124666667,0.097066667,0.0589,0.075,0.037,0.3957,0.416,0.3949,0.323,0.3262,0.2916,0.3235,0.3337,0.3127,0.041566667,0.045466667,0.008666667,0.0763,0.0833,0.0602,0.372766667,0.378866667,0.316866667,0.392033333,0.407533333,0.389633333,0.398133333,0.413333333,0.405333333
17.75,0.414933333,0.399433333,0.376533333,0.3355,0.3472,0.3143,0.1174,0.125,0.0977,0.0593,0.0739,0.036,0.393866667,0.414866667,0.394766667,0.323433333,0.325933333,0.291333333,0.322166667,0.331866667,0.312266667,0.040966667,0.046366667,0.009166667,0.077033333,0.082733333,0.061033333,0.371766667,0.378366667,0.317666667,0.393233333,0.407533333,0.389533333,0.399066667,0.415066667,0.408066667
17.84,0.416166667,0.401466667,0.378366667,0.335633333,0.347933333,0.316133333,0.116333333,0.123933333,0.098333333,0.057833333,0.073033333,0.033733333,0.392466667,0.414666667,0.393666667,0.323833333,0.326933333,0.291133333,0.321766667,0.332166667,0.313366667,0.041166667,0.047266667,0.010566667,0.077633333,0.081033333,0.059933333,0.3713,0.3789,0.3184,0.3937,0.4071,0.3891,0.3998,0.4154,0.4063
17.92,0.418766667,0.402266667,0.380966667,0.3346,0.3483,0.3164,0.116833333,0.124833333,0.098833333,0.058133333,0.073733333,0.034533333,0.3935,0.415,0.3943,0.322333333,0.324833333,0.291433333,0.323366667,0.333366667,0.313466667,0.040366667,0.048066667,0.010866667,0.0762,0.0808,0.0577,0.370233333,0.378233333,0.317633333,0.393466667,0.406366667,0.387866667,0.400266667,0.415266667,0.406466667
18,0.417,0.3996,0.3798,0.335,0.3494,0.3178,0.114266667,0.123666667,0.099366667,0.0598,0.0748,0.0339,0.393133333,0.415833333,0.395533333,0.322,0.3248,0.2921,0.322066667,0.330766667,0.311566667,0.039666667,0.047166667,0.009166667,0.0741,0.0816,0.0572,0.369966667,0.376966667,0.317366667,0.391,0.4055,0.3864,0.401166667,0.415966667,0.406366667
18.09,0.415566667,0.398466667,0.377366667,0.335233333,0.348933333,0.315733333,0.113833333,0.124433333,0.099433333,0.059833333,0.075533333,0.034233333,0.395266667,0.415766667,0.395466667,0.323966667,0.325666667,0.293966667,0.322666667,0.332466667,0.314166667,0.041066667,0.048666667,0.008466667,0.074366667,0.082166667,0.056566667,0.3694,0.3764,0.3142,0.391533333,0.405733333,0.386533333,0.399966667,0.415066667,0.407166667
18.17,0.4153,0.399,0.3786,0.333066667,0.348166667,0.316466667,0.114733333,0.124133333,0.100133333,0.057166667,0.075266667,0.034366667,0.395333333,0.415433333,0.394633333,0.3245,0.3256,0.2933,0.321933333,0.333233333,0.313533333,0.041133333,0.048533333,0.005533333,0.0746,0.0797,0.0574,0.368033333,0.376633333,0.314233333,0.391433333,0.405233333,0.386833333,0.3996,0.415,0.405
18.25,0.415666667,0.399766667,0.377966667,0.332266667,0.347266667,0.313766667,0.115133333,0.125133333,0.098633333,0.055066667,0.072366667,0.032666667,0.3949,0.4165,0.3962,0.323933333,0.325633333,0.293033333,0.3208,0.3353,0.3144,0.041633333,0.049033333,0.005733333,0.0767,0.0806,0.0566,0.367566667,0.377366667,0.313866667,0.391133333,0.403433333,0.386733333,0.399233333,0.415533333,0.405533333
18.34,0.412433333,0.397533333,0.375633333,0.332133333,0.347933333,0.314633333,0.116633333,0.126233333,0.100633333,0.055933333,0.075433333,0.033733333,0.3952,0.415,0.3952,0.322466667,0.324966667,0.291566667,0.320633333,0.335333333,0.314033333,0.042333333,0.048133333,0.008333333,0.076233333,0.080533333,0.057033333,0.3701,0.379,0.3164,0.390733333,0.403733333,0.386333333,0.397833333,0.413533333,0.404333333
18.42,0.413933333,0.400133333,0.377833333,0.3334,0.349,0.3142,0.1165,0.1262,0.1009,0.0551,0.0752,0.0328,0.3948,0.4133,0.3948,0.3242,0.3247,0.2932,0.321966667,0.336766667,0.315266667,0.039833333,0.045833333,0.007433333,0.072933333,0.080433333,0.055633333,0.369366667,0.378266667,0.314166667,0.3908,0.4035,0.3864,0.3997,0.4147,0.406
18.5,0.412233333,0.399533333,0.377033333,0.331833333,0.346933333,0.313533333,0.115633333,0.125933333,0.099033333,0.055966667,0.073866667,0.032666667,0.395966667,0.414366667,0.395266667,0.325733333,0.325933333,0.293133333,0.323733333,0.338333333,0.317633333,0.041033333,0.045433333,0.009533333,0.073466667,0.082066667,0.057466667,0.369066667,0.376166667,0.313066667,0.392,0.4034,0.3862,0.399133333,0.414133333,0.405633333
18.59,0.412066667,0.399866667,0.377166667,0.3303,0.3465,0.3124,0.1163,0.1272,0.0984,0.0555,0.0747,0.0307,0.396433333,0.414333333,0.395633333,0.3246,0.3255,0.2928,0.322733333,0.337633333,0.317233333,0.041266667,0.045866667,0.010066667,0.073466667,0.081566667,0.057166667,0.368133333,0.375133333,0.312133333,0.3917,0.4034,0.385,0.4,0.4159,0.4071
18.67,0.4126,0.3997,0.3776,0.330166667,0.346566667,0.312966667,0.1161,0.1265,0.0992,0.055066667,0.072966667,0.030366667,0.395533333,0.413733333,0.394433333,0.3255,0.3266,0.2939,0.321966667,0.336766667,0.315466667,0.040433333,0.047233333,0.009833333,0.073566667,0.081666667,0.057466667,0.366766667,0.374866667,0.312166667,0.392066667,0.402666667,0.384966667,0.399166667,0.415666667,0.407066667
18.75,0.413566667,0.399566667,0.378066667,0.3324,0.3484,0.315,0.1162,0.1282,0.1008,0.052933333,0.072733333,0.028533333,0.3941,0.4119,0.3935,0.325633333,0.327333333,0.294333333,0.323833333,0.337933333,0.317033333,0.038366667,0.048066667,0.008466667,0.073733333,0.082933333,0.059333333,0.366133333,0.372633333,0.310533333,0.391266667,0.400466667,0.384266667,0.398033333,0.414633333,0.406133333
18.84,0.4124,0.3992,0.3764,0.333233333,0.347733333,0.315433333,0.116166667,0.126966667,0.100466667,0.052233333,0.072033333,0.030933333,0.394633333,0.412933333,0.395333333,0.3242,0.3279,0.2948,0.325866667,0.338666667,0.316766667,0.0401,0.0497,0.0113,0.072733333,0.083633333,0.059633333,0.364333333,0.371733333,0.307933333,0.390666667,0.399566667,0.383166667,0.397633333,0.414033333,0.405333333
18.92,0.411433333,0.398733333,0.375633333,0.333966667,0.347366667,0.316466667,0.114933333,0.126833333,0.099433333,0.0538,0.0707,0.0304,0.3937,0.4126,0.3946,0.324166667,0.327066667,0.294266667,0.322666667,0.336566667,0.315066667,0.038533333,0.049533333,0.012833333,0.0738,0.0832,0.058,0.3652,0.3721,0.3086,0.3899,0.4003,0.383,0.394366667,0.412366667,0.405366667
19,0.4109,0.3985,0.374,0.3319,0.3463,0.3141,0.113566667,0.125366667,0.098966667,0.056433333,0.072833333,0.032233333,0.394233333,0.413533333,0.395633333,0.3238,0.3267,0.2944,0.3235,0.3358,0.3154,0.038266667,0.050966667,0.012666667,0.075,0.0833,0.0577,0.3628,0.372,0.3088,0.3902,0.4012,0.3836,0.396033333,0.412833333,0.404633333
19.09,0.412866667,0.399066667,0.374866667,0.332033333,0.345133333,0.312133333,0.114566667,0.124566667,0.098566667,0.0558,0.0709,0.0337,0.394633333,0.413833333,0.396033333,0.3228,0.3254,0.2912,0.321966667,0.335466667,0.314766667,0.038533333,0.046833333,0.011433333,0.073933333,0.084333333,0.058533333,0.364433333,0.372533333,0.309033333,0.3887,0.4009,0.3828,0.394766667,0.412366667,0.404566667
19.17,0.4134,0.3995,0.3741,0.331933333,0.345033333,0.312333333,0.116166667,0.126766667,0.099066667,0.057933333,0.071133333,0.032033333,0.394033333,0.413333333,0.394333333,0.322733333,0.325333333,0.291233333,0.322,0.3336,0.3131,0.038266667,0.046966667,0.007666667,0.071633333,0.083633333,0.058233333,0.366,0.3722,0.3108,0.389933333,0.402533333,0.383733333,0.396333333,0.413133333,0.404633333
19.25,0.412333333,0.399333333,0.372133333,0.332,0.3458,0.312,0.116433333,0.127733333,0.099433333,0.062433333,0.075133333,0.036233333,0.394333333,0.411733333,0.395133333,0.321633333,0.324133333,0.290533333,0.3196,0.3331,0.3116,0.038,0.0477,0.0068,0.074,0.0835,0.06,0.367633333,0.373233333,0.312933333,0.390733333,0.403533333,0.384433333,0.3952,0.4122,0.4031
19.34,0.411266667,0.398066667,0.371166667,0.3314,0.3452,0.3122,0.116666667,0.128066667,0.100666667,0.060033333,0.076133333,0.035033333,0.395333333,0.413933333,0.396333333,0.321533333,0.325733333,0.291033333,0.3203,0.3333,0.311,0.040566667,0.049666667,0.007566667,0.0744,0.0843,0.0615,0.368466667,0.373566667,0.313366667,0.3909,0.4041,0.3838,0.393633333,0.411433333,0.403133333
19.42,0.411166667,0.399366667,0.373366667,0.332033333,0.346133333,0.312633333,0.115266667,0.127566667,0.100266667,0.0617,0.0776,0.0367,0.394533333,0.413433333,0.394433333,0.3232,0.3261,0.2911,0.320633333,0.335033333,0.313333333,0.0404,0.0496,0.0068,0.0764,0.0849,0.0615,0.367733333,0.373933333,0.313833333,0.389633333,0.401733333,0.382033333,0.396566667,0.414366667,0.405366667
19.5,0.4098,0.397,0.3727,0.3323,0.3461,0.3133,0.1155,0.1294,0.1014,0.059466667,0.077366667,0.037566667,0.394466667,0.413066667,0.394266667,0.3232,0.3255,0.2907,0.322233333,0.335433333,0.313733333,0.039466667,0.049166667,0.005766667,0.076233333,0.084833333,0.059233333,0.3664,0.3741,0.3139,0.390933333,0.402733333,0.383533333,0.3935,0.4132,0.403
19.59,0.411266667,0.397466667,0.373266667,0.332933333,0.346533333,0.313933333,0.114733333,0.129333333,0.100933333,0.0608,0.0754,0.0345,0.394066667,0.411966667,0.391566667,0.324566667,0.325066667,0.292066667,0.322,0.3358,0.3138,0.037566667,0.048366667,0.005566667,0.074733333,0.084733333,0.057133333,0.3663,0.3715,0.3133,0.389233333,0.401833333,0.382133333,0.392633333,0.411533333,0.401733333
19.67,0.4103,0.3966,0.3724,0.331766667,0.345866667,0.313766667,0.113,0.127,0.0993,0.0574,0.0752,0.0329,0.393233333,0.411933333,0.390433333,0.3231,0.3241,0.2916,0.322333333,0.335233333,0.313033333,0.0369,0.048,0.0072,0.072466667,0.082766667,0.057766667,0.367533333,0.370433333,0.313433333,0.390166667,0.402266667,0.382566667,0.392566667,0.411266667,0.401766667
19.75,0.411133333,0.397133333,0.374933333,0.333133333,0.345933333,0.313233333,0.1135,0.1271,0.0994,0.058433333,0.074733333,0.031233333,0.3921,0.4121,0.3904,0.3238,0.3246,0.2925,0.3207,0.3337,0.3132,0.0365,0.0495,0.0078,0.072933333,0.080933333,0.057233333,0.3648,0.3696,0.3129,0.391133333,0.402833333,0.384233333,0.393966667,0.413566667,0.402566667
19.84,0.4106,0.397,0.3752,0.332666667,0.345966667,0.312766667,0.115533333,0.127933333,0.099733333,0.055466667,0.074966667,0.031766667,0.391733333,0.411733333,0.391433333,0.3255,0.3281,0.2949,0.322033333,0.334133333,0.313133333,0.038366667,0.051066667,0.010566667,0.073166667,0.081566667,0.058466667,0.3668,0.3729,0.3138,0.392166667,0.404666667,0.386266667,0.393033333,0.413733333,0.402533333
19.92,0.4088,0.3952,0.3737,0.331733333,0.344633333,0.312333333,0.1162,0.1286,0.1001,0.056066667,0.076266667,0.031566667,0.393133333,0.414133333,0.393133333,0.322566667,0.325866667,0.291766667,0.322166667,0.333966667,0.312266667,0.039966667,0.050466667,0.010166667,0.0753,0.0835,0.0602,0.366166667,0.372366667,0.313966667,0.3903,0.4034,0.3843,0.391466667,0.413166667,0.401866667
20,0.408066667,0.393966667,0.372866667,0.330733333,0.344133333,0.311433333,0.114133333,0.127533333,0.100833333,0.0592,0.0784,0.0311,0.392466667,0.412666667,0.392166667,0.3233,0.3266,0.2916,0.322333333,0.333933333,0.311133333,0.040466667,0.049066667,0.010566667,0.074666667,0.081366667,0.059666667,0.364966667,0.372166667,0.311766667,0.388966667,0.402266667,0.384266667,0.391333333,0.412033333,0.401833333
20.09,0.408033333,0.393733333,0.371833333,0.3325,0.3442,0.3116,0.112866667,0.127366667,0.099966667,0.056833333,0.078833333,0.031533333,0.392066667,0.412066667,0.392366667,0.324566667,0.328866667,0.293266667,0.320833333,0.333133333,0.310533333,0.039366667,0.048266667,0.008766667,0.073166667,0.081566667,0.059666667,0.367166667,0.374266667,0.312666667,0.389366667,0.402966667,0.384666667,0.393233333,0.413133333,0.402733333
20.17,0.4094,0.3954,0.3742,0.331166667,0.343066667,0.308666667,0.111266667,0.127266667,0.098566667,0.0571,0.0773,0.0336,0.392866667,0.412866667,0.392866667,0.324533333,0.327333333,0.291733333,0.320233333,0.332733333,0.310033333,0.039266667,0.049366667,0.008866667,0.073466667,0.082866667,0.058766667,0.3672,0.3746,0.3133,0.3892,0.4042,0.3843,0.3939,0.4134,0.4039
20.25,0.4096,0.3945,0.3722,0.330633333,0.345333333,0.311133333,0.112833333,0.125933333,0.099933333,0.057333333,0.075633333,0.034033333,0.3925,0.4148,0.3938,0.325133333,0.327933333,0.290533333,0.3199,0.3315,0.3087,0.037466667,0.049066667,0.007866667,0.073866667,0.083066667,0.058166667,0.367666667,0.374866667,0.311266667,0.389533333,0.404333333,0.383333333,0.392533333,0.412233333,0.402833333
20.34,0.410766667,0.395866667,0.373066667,0.329866667,0.344266667,0.310266667,0.115933333,0.128733333,0.101833333,0.0585,0.0771,0.0339,0.3936,0.414,0.3939,0.324433333,0.327333333,0.288733333,0.319266667,0.330266667,0.306766667,0.0385,0.0486,0.0075,0.074333333,0.081933333,0.057133333,0.366433333,0.373233333,0.310133333,0.3902,0.4046,0.3834,0.392933333,0.412233333,0.402933333
20.42,0.408933333,0.394433333,0.371233333,0.330133333,0.343033333,0.309933333,0.115966667,0.127666667,0.100566667,0.0588,0.0757,0.0331,0.3935,0.4137,0.3937,0.324966667,0.326366667,0.288866667,0.318133333,0.330033333,0.307233333,0.041233333,0.049933333,0.009833333,0.075066667,0.083166667,0.058366667,0.3639,0.3723,0.3086,0.388166667,0.402666667,0.381466667,0.393266667,0.410466667,0.401466667
20.5,0.409066667,0.395166667,0.371066667,0.329,0.3425,0.3093,0.1155,0.1286,0.1002,0.0598,0.0746,0.0315,0.394066667,0.414866667,0.394766667,0.324566667,0.325266667,0.286566667,0.318266667,0.329766667,0.306266667,0.0393,0.0508,0.0102,0.0751,0.0831,0.057,0.363933333,0.371933333,0.307833333,0.3879,0.402,0.3813,0.394533333,0.411433333,0.403333333
20.59,0.4094,0.3949,0.3694,0.329133333,0.342633333,0.309233333,0.1148,0.1283,0.0986,0.057466667,0.075066667,0.031166667,0.393333333,0.414333333,0.395033333,0.3267,0.327,0.288,0.318633333,0.330833333,0.306133333,0.041733333,0.049533333,0.010233333,0.0744,0.0832,0.0549,0.3642,0.3716,0.3078,0.387933333,0.401433333,0.380833333,0.392333333,0.410933333,0.401633333
