Duration (Hours),PGY (Modified) Media,PGY (Modified) Media,PGY (Modified) Media,A. christensenii SM,A. christensenii SM,A. christensenii SM,F. vaginae SM,F. vaginae SM,F. vaginae SM,A. tetradius SM,A. tetradius SM,A. tetradius SM,E. massiliensis SM,E. massiliensis SM,E. massiliensis SM,C. bergeronii SM,C. bergeronii SM,C. bergeronii SM,A. marseille SM,A. marseille SM,A. marseille SM,L. jensenii SM,L. jensenii SM,L. jensenii SM,A. lactolyticus SM,A. lactolyticus SM,A. lactolyticus SM,P. vaginalis SM,P. vaginalis SM,P. vaginalis SM,V. bacterium SM,V. bacterium SM,V. bacterium SM,M. curtisii SM,M. curtisii SM,M. curtisii SM
4.83,0.213566667,0.201066667,0.164066667,0.160766667,0.176766667,0.139366667,0.0689,0.0774,0.0481,0.048066667,0.065366667,0.033366667,0.262433333,0.274033333,0.250633333,0.1597,0.1602,0.1247,0.209833333,0.215533333,0.192133333,0.042333333,0.049433333,0.006333333,0.069966667,0.075666667,0.050966667,0.215966667,0.226966667,0.179666667,0.2414,0.2471,0.2321,0.2097,0.219,0.1992
4.92,0.2206,0.2076,0.1725,0.165333333,0.182033333,0.144433333,0.069866667,0.079766667,0.050566667,0.049966667,0.066666667,0.031966667,0.268033333,0.281733333,0.258233333,0.1655,0.1661,0.1313,0.214666667,0.220066667,0.197266667,0.042466667,0.049166667,0.004966667,0.070566667,0.075966667,0.048866667,0.222633333,0.234833333,0.188433333,0.247933333,0.252433333,0.238333333,0.218033333,0.227233333,0.208533333
5,0.227133333,0.215133333,0.179633333,0.169966667,0.185566667,0.149466667,0.069733333,0.079733333,0.050333333,0.0514,0.0653,0.0336,0.273466667,0.286266667,0.263566667,0.171433333,0.172133333,0.135833333,0.221033333,0.226733333,0.203833333,0.0419,0.0474,0.0044,0.071633333,0.076933333,0.050033333,0.227933333,0.241633333,0.195333333,0.2522,0.2586,0.2447,0.2269,0.2362,0.2193
5.08,0.234366667,0.221366667,0.187066667,0.173933333,0.188333333,0.150533333,0.0697,0.0798,0.0493,0.051166667,0.069166667,0.036266667,0.2804,0.2958,0.2721,0.1774,0.179,0.1448,0.223866667,0.231366667,0.208766667,0.0401,0.0476,0.0073,0.073233333,0.076733333,0.052233333,0.232766667,0.245866667,0.198666667,0.259833333,0.265033333,0.250433333,0.236866667,0.245366667,0.227566667
5.17,0.239666667,0.227966667,0.195166667,0.1796,0.1915,0.1546,0.071266667,0.080666667,0.051466667,0.0532,0.0695,0.0373,0.2867,0.3013,0.2792,0.183266667,0.185066667,0.149366667,0.229933333,0.237133333,0.215733333,0.040466667,0.046666667,0.007466667,0.073066667,0.077066667,0.050766667,0.2382,0.25,0.2033,0.264166667,0.269966667,0.255466667,0.242233333,0.252133333,0.234833333
5.25,0.248933333,0.235733333,0.204133333,0.1833,0.1949,0.1584,0.0735,0.0814,0.0524,0.055966667,0.071266667,0.037366667,0.2925,0.3081,0.2847,0.189766667,0.191266667,0.156666667,0.233433333,0.241233333,0.218733333,0.041666667,0.047266667,0.007766667,0.0736,0.0772,0.0532,0.243566667,0.254566667,0.209966667,0.27,0.2746,0.2614,0.249933333,0.258933333,0.243333333
5.33,0.254833333,0.241633333,0.210333333,0.187366667,0.198866667,0.162366667,0.073,0.0819,0.0529,0.0563,0.07,0.0366,0.2974,0.3134,0.2909,0.195,0.1956,0.1626,0.2365,0.243,0.2201,0.043833333,0.048633333,0.009333333,0.0717,0.077,0.0526,0.2501,0.2592,0.2147,0.2765,0.2802,0.2672,0.254033333,0.265533333,0.251833333
5.42,0.261566667,0.247366667,0.217966667,0.1908,0.2029,0.1663,0.073433333,0.082033333,0.054533333,0.0556,0.0684,0.0354,0.303266667,0.317766667,0.296266667,0.199966667,0.201066667,0.169066667,0.241866667,0.247466667,0.224466667,0.043533333,0.049033333,0.008633333,0.071,0.0772,0.0519,0.256233333,0.265033333,0.219533333,0.282633333,0.285633333,0.272133333,0.261333333,0.272433333,0.258633333
5.5,0.265133333,0.252833333,0.223033333,0.195266667,0.208066667,0.172066667,0.073966667,0.082266667,0.055066667,0.056433333,0.068633333,0.034933333,0.3076,0.3223,0.299,0.206033333,0.206733333,0.175533333,0.245766667,0.251366667,0.228466667,0.0439,0.0464,0.0079,0.072066667,0.077366667,0.052366667,0.261166667,0.271266667,0.222966667,0.290433333,0.292933333,0.279733333,0.267966667,0.277066667,0.265566667
5.58,0.270933333,0.258733333,0.228033333,0.198666667,0.212066667,0.177666667,0.0759,0.0836,0.0568,0.053433333,0.071033333,0.034733333,0.312066667,0.326066667,0.304466667,0.2129,0.213,0.1813,0.251766667,0.256466667,0.234966667,0.044266667,0.046466667,0.008066667,0.0724,0.077,0.0527,0.267166667,0.276766667,0.228866667,0.295166667,0.298766667,0.285466667,0.275166667,0.283166667,0.271766667
5.67,0.2752,0.2633,0.2324,0.202133333,0.216233333,0.180533333,0.078033333,0.085933333,0.057633333,0.0534,0.0711,0.0358,0.318433333,0.332633333,0.310433333,0.2167,0.2171,0.1846,0.253133333,0.258433333,0.237133333,0.044533333,0.046633333,0.009633333,0.074433333,0.078633333,0.053033333,0.270933333,0.280933333,0.234633333,0.300433333,0.304533333,0.290833333,0.280933333,0.288333333,0.278233333
5.75,0.2809,0.2691,0.2382,0.2079,0.2193,0.184,0.078133333,0.085933333,0.058933333,0.051166667,0.069066667,0.034566667,0.323333333,0.337633333,0.315933333,0.222366667,0.224166667,0.191766667,0.257233333,0.261933333,0.241633333,0.0425,0.0477,0.01,0.0747,0.0786,0.0541,0.2771,0.2873,0.2394,0.305966667,0.309366667,0.296366667,0.287433333,0.295033333,0.284733333
5.83,0.2868,0.2755,0.2468,0.2099,0.2221,0.1876,0.079966667,0.087766667,0.060366667,0.051233333,0.068933333,0.032333333,0.3277,0.3413,0.3195,0.2289,0.2298,0.198,0.260433333,0.266533333,0.245833333,0.042366667,0.045366667,0.007066667,0.073633333,0.078233333,0.052833333,0.282833333,0.291833333,0.245133333,0.311433333,0.315433333,0.302633333,0.292166667,0.300566667,0.291866667
5.92,0.292533333,0.281433333,0.252633333,0.213,0.2262,0.1912,0.0807,0.0892,0.0612,0.050066667,0.069966667,0.033666667,0.333366667,0.346466667,0.324566667,0.232933333,0.233833333,0.203633333,0.262733333,0.270433333,0.248933333,0.0404,0.0467,0.0061,0.071833333,0.076633333,0.052433333,0.287066667,0.296166667,0.249566667,0.316,0.3197,0.3073,0.299433333,0.307333333,0.298033333
6,0.298366667,0.285166667,0.258266667,0.217366667,0.228466667,0.194866667,0.080166667,0.088866667,0.060166667,0.051266667,0.069966667,0.031466667,0.3363,0.3514,0.3288,0.236866667,0.238866667,0.207166667,0.2644,0.2727,0.252,0.041366667,0.047666667,0.006266667,0.071133333,0.076833333,0.054233333,0.290866667,0.300166667,0.255066667,0.3207,0.3243,0.313,0.307033333,0.315333333,0.306733333
6.08,0.303033333,0.288933333,0.261933333,0.220233333,0.231833333,0.199233333,0.0799,0.0874,0.0598,0.051266667,0.068066667,0.031366667,0.338566667,0.354866667,0.330966667,0.239466667,0.241566667,0.211066667,0.2663,0.2745,0.2557,0.0432,0.0513,0.007,0.071866667,0.075866667,0.055266667,0.2952,0.3028,0.258,0.324666667,0.328666667,0.316766667,0.311566667,0.319866667,0.310766667
6.17,0.306233333,0.292833333,0.265033333,0.2239,0.2345,0.2014,0.081,0.088,0.059,0.052466667,0.069166667,0.033266667,0.342333333,0.359233333,0.336033333,0.243266667,0.246466667,0.216566667,0.268633333,0.275833333,0.257733333,0.0426,0.0499,0.0064,0.071333333,0.075333333,0.052333333,0.299766667,0.305566667,0.257866667,0.327033333,0.331333333,0.318733333,0.3153,0.3255,0.3158
6.25,0.3095,0.2971,0.2696,0.226066667,0.237366667,0.202266667,0.080933333,0.086833333,0.058433333,0.0523,0.0687,0.0303,0.343533333,0.361133333,0.337433333,0.2474,0.2503,0.2195,0.268333333,0.275733333,0.257733333,0.0429,0.0497,0.0064,0.0716,0.0767,0.0523,0.3046,0.3109,0.2642,0.330466667,0.334766667,0.322066667,0.321133333,0.330733333,0.321433333
6.33,0.3136,0.3003,0.2734,0.2276,0.2402,0.2064,0.082666667,0.087666667,0.061166667,0.052666667,0.067966667,0.031466667,0.3467,0.3632,0.3396,0.253166667,0.254566667,0.223866667,0.268,0.275,0.257,0.043,0.0491,0.0041,0.0731,0.0752,0.0516,0.307633333,0.313933333,0.267633333,0.3329,0.3377,0.3246,0.324766667,0.335966667,0.325166667
6.42,0.318933333,0.305633333,0.279233333,0.231733333,0.243833333,0.208033333,0.083033333,0.089233333,0.062533333,0.052033333,0.066833333,0.029133333,0.3503,0.3667,0.3444,0.257733333,0.258333333,0.227933333,0.268266667,0.275566667,0.256666667,0.042933333,0.049033333,0.005633333,0.0728,0.0745,0.0517,0.3122,0.3176,0.2723,0.335633333,0.342433333,0.330033333,0.330866667,0.341866667,0.331366667
6.5,0.321433333,0.308733333,0.282133333,0.234833333,0.246333333,0.210333333,0.0826,0.0902,0.063,0.052566667,0.066666667,0.028966667,0.350433333,0.366433333,0.347033333,0.2616,0.2617,0.2315,0.268166667,0.276866667,0.256466667,0.043266667,0.048666667,0.006366667,0.072366667,0.074066667,0.051866667,0.3165,0.3215,0.2727,0.338166667,0.345566667,0.334266667,0.3343,0.3447,0.3352
6.58,0.328166667,0.314466667,0.287066667,0.236933333,0.248833333,0.212333333,0.0836,0.0914,0.0649,0.0534,0.0665,0.0296,0.350733333,0.365633333,0.347233333,0.266266667,0.266666667,0.236366667,0.268633333,0.277033333,0.255533333,0.0452,0.0497,0.0061,0.0737,0.0746,0.0521,0.3176,0.3246,0.2756,0.336633333,0.345633333,0.335733333,0.3399,0.3493,0.3407
6.67,0.332266667,0.317766667,0.290366667,0.241466667,0.253066667,0.217266667,0.082833333,0.092133333,0.066133333,0.054133333,0.068433333,0.030833333,0.349933333,0.365533333,0.346433333,0.2711,0.2702,0.2395,0.267833333,0.275833333,0.255433333,0.046,0.0504,0.005,0.072733333,0.076333333,0.053133333,0.319333333,0.325033333,0.275733333,0.3354,0.3446,0.3353,0.340666667,0.348466667,0.343566667
6.75,0.337566667,0.321166667,0.295166667,0.244233333,0.254233333,0.218533333,0.0842,0.094,0.0674,0.0568,0.0708,0.034,0.348366667,0.365566667,0.346966667,0.2738,0.2739,0.2424,0.2688,0.2753,0.2554,0.045333333,0.050233333,0.004833333,0.074166667,0.076666667,0.053866667,0.318533333,0.325033333,0.275633333,0.335766667,0.345566667,0.335666667,0.343733333,0.349833333,0.348033333
6.83,0.340033333,0.321933333,0.298133333,0.247233333,0.256833333,0.220733333,0.084633333,0.094733333,0.067633333,0.056366667,0.071366667,0.033166667,0.3485,0.3661,0.3475,0.275333333,0.276933333,0.244633333,0.2686,0.275,0.2547,0.0427,0.0501,0.003,0.0752,0.0773,0.0531,0.318633333,0.324633333,0.275933333,0.3365,0.3444,0.3347,0.3434,0.3504,0.3482
6.92,0.3414,0.3216,0.3005,0.247866667,0.259766667,0.222966667,0.085266667,0.095266667,0.068766667,0.055633333,0.071533333,0.032733333,0.3503,0.3659,0.3483,0.2781,0.2795,0.2466,0.270066667,0.275666667,0.255066667,0.0438,0.0495,0.0032,0.074966667,0.075666667,0.050366667,0.3187,0.3245,0.2759,0.335066667,0.344266667,0.333966667,0.3437,0.3504,0.3473
7,0.341833333,0.323333333,0.301733333,0.251133333,0.261733333,0.226833333,0.085833333,0.095433333,0.068633333,0.054633333,0.070533333,0.033733333,0.3488,0.3655,0.3476,0.277833333,0.280133333,0.246633333,0.2701,0.2753,0.2544,0.043866667,0.048366667,0.003966667,0.075666667,0.076766667,0.051266667,0.3183,0.3237,0.2743,0.3348,0.3442,0.3333,0.343066667,0.350066667,0.346266667
7.08,0.344766667,0.325166667,0.302866667,0.255033333,0.263733333,0.231933333,0.088766667,0.096666667,0.070166667,0.0542,0.0714,0.0347,0.3503,0.3644,0.3465,0.279066667,0.281166667,0.248766667,0.272566667,0.277766667,0.257466667,0.044233333,0.050333333,0.007233333,0.074033333,0.076833333,0.052033333,0.320033333,0.325633333,0.276033333,0.3363,0.3462,0.3359,0.342066667,0.348966667,0.346366667
7.17,0.3463,0.3257,0.3024,0.258666667,0.268366667,0.236866667,0.090433333,0.098433333,0.070833333,0.052566667,0.072666667,0.034566667,0.3482,0.3641,0.3453,0.278066667,0.280066667,0.249166667,0.2721,0.2781,0.2573,0.043633333,0.049533333,0.007533333,0.073333333,0.077433333,0.051433333,0.320466667,0.326066667,0.278366667,0.337733333,0.346633333,0.336633333,0.343766667,0.350266667,0.345966667
7.25,0.345866667,0.326966667,0.302466667,0.259666667,0.271466667,0.240766667,0.092533333,0.098833333,0.070833333,0.0539,0.072,0.0322,0.347933333,0.362833333,0.345233333,0.277333333,0.278833333,0.245633333,0.2733,0.277,0.2578,0.0437,0.048,0.0066,0.0743,0.0742,0.0494,0.319433333,0.325833333,0.278133333,0.3397,0.348,0.338,0.3454,0.3525,0.3477
7.33,0.345733333,0.326133333,0.302233333,0.262633333,0.274233333,0.243433333,0.093833333,0.100133333,0.072333333,0.054033333,0.070533333,0.032533333,0.349333333,0.363733333,0.345433333,0.2758,0.277,0.2433,0.271866667,0.275966667,0.255866667,0.0436,0.0497,0.0101,0.071733333,0.075133333,0.050333333,0.318733333,0.324233333,0.275533333,0.340733333,0.349833333,0.338533333,0.344766667,0.352166667,0.347266667
7.42,0.3454,0.3246,0.3022,0.267366667,0.277666667,0.247866667,0.091333333,0.099133333,0.072933333,0.053766667,0.070466667,0.029566667,0.347733333,0.363333333,0.345033333,0.275466667,0.276566667,0.243866667,0.271933333,0.277433333,0.255033333,0.044433333,0.049633333,0.008833333,0.071466667,0.076266667,0.050566667,0.3168,0.3233,0.2732,0.340766667,0.349566667,0.337366667,0.3437,0.3507,0.3462
7.5,0.344166667,0.324066667,0.301566667,0.268166667,0.279066667,0.249066667,0.090666667,0.099166667,0.071466667,0.0491,0.0695,0.0301,0.3486,0.3635,0.3459,0.276233333,0.275633333,0.242833333,0.271933333,0.278233333,0.254933333,0.044433333,0.049033333,0.010333333,0.070433333,0.075433333,0.052333333,0.3175,0.3217,0.2732,0.340866667,0.349166667,0.336666667,0.343966667,0.351266667,0.346166667
7.58,0.343366667,0.324766667,0.299266667,0.269833333,0.280533333,0.250733333,0.0922,0.1021,0.0742,0.0501,0.0686,0.0307,0.348433333,0.364933333,0.344333333,0.2757,0.2739,0.2424,0.2737,0.2792,0.2549,0.043566667,0.050166667,0.009366667,0.070366667,0.074466667,0.054166667,0.3177,0.3222,0.2724,0.340433333,0.348133333,0.335833333,0.345333333,0.352533333,0.346933333
7.67,0.3441,0.3235,0.2997,0.271866667,0.282466667,0.251966667,0.092666667,0.102566667,0.075366667,0.053,0.0699,0.0323,0.3482,0.3643,0.3447,0.275733333,0.275733333,0.243133333,0.2764,0.2805,0.2585,0.041666667,0.049566667,0.009266667,0.067566667,0.075266667,0.052266667,0.316666667,0.321766667,0.271866667,0.3405,0.3482,0.335,0.346233333,0.352733333,0.346833333
7.75,0.344766667,0.323366667,0.300566667,0.2742,0.2846,0.2538,0.093133333,0.101333333,0.075833333,0.0534,0.0683,0.0316,0.347866667,0.363566667,0.345266667,0.276,0.2754,0.2425,0.278233333,0.282533333,0.258933333,0.040333333,0.048833333,0.009133333,0.0673,0.0764,0.0488,0.317666667,0.322566667,0.271966667,0.341133333,0.349233333,0.335933333,0.3449,0.3521,0.3469
7.83,0.345466667,0.325366667,0.303166667,0.271966667,0.284066667,0.252566667,0.0934,0.1016,0.0763,0.050233333,0.069233333,0.031033333,0.349333333,0.364933333,0.347533333,0.274366667,0.274666667,0.241166667,0.2787,0.2828,0.2599,0.041133333,0.049533333,0.009233333,0.069866667,0.075266667,0.049666667,0.316266667,0.321566667,0.272766667,0.343133333,0.350633333,0.336433333,0.346,0.3528,0.3482
7.92,0.3461,0.3264,0.3038,0.274166667,0.285166667,0.254366667,0.0948,0.1027,0.0773,0.051,0.0689,0.0324,0.349033333,0.364933333,0.347633333,0.275233333,0.276633333,0.243233333,0.278233333,0.280833333,0.259833333,0.039933333,0.049533333,0.009733333,0.0705,0.0764,0.051,0.318033333,0.323233333,0.275633333,0.344233333,0.351333333,0.338533333,0.348666667,0.354666667,0.351166667
8,0.347366667,0.327466667,0.303866667,0.273766667,0.284566667,0.255666667,0.096133333,0.103933333,0.078733333,0.052666667,0.069866667,0.030866667,0.349666667,0.364466667,0.347066667,0.276233333,0.278933333,0.245533333,0.2804,0.2822,0.2605,0.043033333,0.051733333,0.011933333,0.071533333,0.077633333,0.052633333,0.319133333,0.325333333,0.278333333,0.346366667,0.352666667,0.340666667,0.347933333,0.355533333,0.350933333
8.09,0.3457,0.327,0.3039,0.274566667,0.284866667,0.256966667,0.095333333,0.104333333,0.078233333,0.053466667,0.069466667,0.031166667,0.349233333,0.365833333,0.345833333,0.275233333,0.276733333,0.245133333,0.282033333,0.283633333,0.261433333,0.039733333,0.050833333,0.010533333,0.071066667,0.076366667,0.051766667,0.3194,0.3251,0.2774,0.3469,0.3539,0.3416,0.3479,0.3578,0.3527
8.17,0.345666667,0.327866667,0.301766667,0.273766667,0.284366667,0.255966667,0.097166667,0.105566667,0.079566667,0.0557,0.07,0.0336,0.351,0.3675,0.3482,0.276833333,0.277833333,0.245233333,0.282966667,0.284566667,0.264366667,0.037366667,0.049666667,0.008366667,0.071066667,0.075666667,0.052066667,0.3198,0.3253,0.2776,0.347033333,0.354233333,0.342033333,0.346233333,0.355133333,0.350233333
8.25,0.348533333,0.329433333,0.303733333,0.274066667,0.283066667,0.254366667,0.097733333,0.105233333,0.078333333,0.0553,0.0702,0.0327,0.351066667,0.368166667,0.348166667,0.2772,0.2778,0.2452,0.281633333,0.285133333,0.263733333,0.0391,0.0502,0.0081,0.072433333,0.076233333,0.052733333,0.319166667,0.324866667,0.277966667,0.348,0.3564,0.344,0.349566667,0.358566667,0.353666667
8.34,0.347133333,0.329733333,0.302433333,0.274566667,0.282466667,0.254166667,0.098666667,0.106266667,0.078766667,0.055033333,0.069433333,0.029533333,0.349133333,0.366533333,0.345733333,0.279033333,0.279233333,0.247733333,0.281366667,0.286366667,0.263566667,0.0401,0.0485,0.0056,0.071533333,0.075233333,0.050833333,0.3191,0.3263,0.279,0.3517,0.3589,0.3457,0.350566667,0.359066667,0.353566667
8.42,0.351166667,0.331666667,0.306166667,0.272466667,0.282066667,0.252766667,0.0989,0.1067,0.0787,0.0554,0.0699,0.0303,0.349866667,0.366866667,0.345266667,0.279166667,0.278066667,0.247466667,0.2802,0.287,0.2635,0.0393,0.0486,0.006,0.071366667,0.074666667,0.048566667,0.321933333,0.328433333,0.279933333,0.3545,0.3593,0.3464,0.352933333,0.361433333,0.354833333
8.5,0.350466667,0.332366667,0.306666667,0.272333333,0.280833333,0.251433333,0.1007,0.1061,0.0793,0.057633333,0.070033333,0.031433333,0.350066667,0.365966667,0.344266667,0.2793,0.2782,0.2477,0.281933333,0.287533333,0.263433333,0.041233333,0.047833333,0.006633333,0.071966667,0.075266667,0.049266667,0.321833333,0.327933333,0.280433333,0.3576,0.3632,0.3474,0.353266667,0.361766667,0.355666667
8.59,0.352033333,0.334833333,0.308433333,0.270766667,0.279866667,0.247966667,0.1005,0.1067,0.0797,0.057433333,0.069633333,0.030733333,0.3516,0.3665,0.346,0.280233333,0.278033333,0.248933333,0.283233333,0.289233333,0.263733333,0.043733333,0.050233333,0.007533333,0.070666667,0.075866667,0.049566667,0.321933333,0.327033333,0.279033333,0.360266667,0.365566667,0.350266667,0.354866667,0.363266667,0.355566667
8.67,0.352266667,0.334966667,0.309266667,0.269966667,0.279766667,0.247966667,0.101233333,0.107733333,0.081633333,0.056333333,0.069033333,0.030533333,0.350533333,0.367833333,0.345933333,0.280266667,0.279066667,0.248766667,0.285966667,0.291566667,0.264966667,0.042633333,0.048633333,0.006533333,0.071433333,0.076533333,0.050233333,0.3215,0.3278,0.278,0.363833333,0.368933333,0.351333333,0.354566667,0.362966667,0.353866667
8.75,0.3545,0.3361,0.3106,0.269966667,0.278866667,0.247266667,0.102766667,0.107866667,0.080866667,0.054,0.0695,0.0291,0.350833333,0.368433333,0.346133333,0.279633333,0.278133333,0.247733333,0.2874,0.2927,0.2668,0.040966667,0.047166667,0.004866667,0.071533333,0.075933333,0.049333333,0.320933333,0.327733333,0.278033333,0.367,0.3715,0.3547,0.355433333,0.364133333,0.354933333
8.84,0.3555,0.3386,0.3108,0.2678,0.2779,0.2465,0.101633333,0.107833333,0.081633333,0.055266667,0.070066667,0.028566667,0.351866667,0.369766667,0.347066667,0.281,0.2797,0.2486,0.287933333,0.293733333,0.268033333,0.0423,0.0483,0.0064,0.072866667,0.077866667,0.052466667,0.321966667,0.327566667,0.278866667,0.3691,0.3732,0.3575,0.355733333,0.363433333,0.354933333
8.92,0.357566667,0.340366667,0.313466667,0.269666667,0.278666667,0.247366667,0.1006,0.1087,0.0825,0.0537,0.0718,0.0303,0.3526,0.3708,0.3481,0.2816,0.2815,0.2497,0.289566667,0.295166667,0.270366667,0.042533333,0.047433333,0.007833333,0.072333333,0.077733333,0.052433333,0.321266667,0.327066667,0.279166667,0.3694,0.3732,0.3581,0.357333333,0.364933333,0.356733333
9,0.361866667,0.343466667,0.316466667,0.272333333,0.280533333,0.250433333,0.101366667,0.109666667,0.083566667,0.051766667,0.071466667,0.029666667,0.353366667,0.371866667,0.348466667,0.2813,0.2806,0.249,0.293666667,0.297966667,0.272466667,0.044766667,0.049766667,0.010066667,0.072333333,0.078833333,0.053633333,0.321466667,0.326066667,0.277766667,0.3699,0.3741,0.3599,0.359033333,0.365733333,0.357633333
9.09,0.363933333,0.346333333,0.318533333,0.2739,0.282,0.2511,0.100666667,0.109966667,0.084366667,0.0509,0.0711,0.0278,0.353066667,0.370766667,0.347966667,0.281533333,0.281633333,0.249733333,0.2963,0.2992,0.2742,0.044933333,0.049333333,0.010533333,0.073766667,0.078666667,0.053166667,0.322633333,0.327733333,0.277333333,0.372566667,0.377066667,0.363766667,0.3609,0.3676,0.3585
9.17,0.364533333,0.348133333,0.318933333,0.274266667,0.281866667,0.250066667,0.101833333,0.109733333,0.084933333,0.052166667,0.071266667,0.029866667,0.3532,0.3724,0.3493,0.2808,0.2823,0.25,0.297433333,0.301633333,0.276233333,0.0446,0.0489,0.0094,0.0726,0.0767,0.0514,0.323066667,0.328266667,0.277666667,0.372133333,0.377333333,0.363033333,0.360566667,0.368066667,0.358966667
9.25,0.3672,0.3493,0.3218,0.273266667,0.282166667,0.249866667,0.1019,0.1097,0.0829,0.054833333,0.072933333,0.032133333,0.355566667,0.372866667,0.350166667,0.2824,0.2834,0.2517,0.299133333,0.302933333,0.276833333,0.046,0.0498,0.0084,0.0729,0.078,0.0517,0.324633333,0.328733333,0.277933333,0.374166667,0.380166667,0.365866667,0.363966667,0.370166667,0.361166667
9.34,0.368533333,0.350733333,0.323233333,0.2727,0.2809,0.2496,0.1014,0.1095,0.0809,0.052,0.0706,0.0303,0.3566,0.373,0.3504,0.281666667,0.283166667,0.251766667,0.3006,0.304,0.2776,0.045266667,0.049666667,0.009266667,0.0709,0.0778,0.0522,0.324933333,0.330333333,0.279433333,0.378333333,0.384033333,0.369533333,0.364533333,0.370333333,0.361733333
9.42,0.369933333,0.353033333,0.324433333,0.273733333,0.282033333,0.248633333,0.100933333,0.109833333,0.081833333,0.053833333,0.069833333,0.029833333,0.358233333,0.374833333,0.352333333,0.282033333,0.284533333,0.252733333,0.303233333,0.306333333,0.280733333,0.0445,0.0493,0.0076,0.071633333,0.079033333,0.052733333,0.325766667,0.331866667,0.279666667,0.3798,0.3856,0.3712,0.3677,0.3739,0.365
9.5,0.371833333,0.355933333,0.326133333,0.275933333,0.282933333,0.249533333,0.0997,0.1091,0.08,0.0532,0.0705,0.0311,0.357633333,0.375033333,0.352133333,0.282233333,0.284733333,0.253933333,0.3045,0.3071,0.2794,0.0443,0.0505,0.0096,0.071866667,0.078766667,0.053966667,0.3265,0.3331,0.2795,0.3812,0.3871,0.3732,0.3684,0.376,0.3668
9.59,0.3736,0.3586,0.3284,0.277266667,0.283566667,0.249566667,0.099833333,0.108533333,0.079433333,0.054733333,0.072233333,0.032933333,0.3589,0.3761,0.3536,0.283833333,0.286133333,0.255133333,0.306033333,0.308233333,0.280833333,0.042966667,0.048866667,0.007866667,0.070633333,0.077833333,0.053233333,0.3266,0.3324,0.28,0.381166667,0.386866667,0.373766667,0.3702,0.3783,0.3686
9.67,0.374866667,0.361266667,0.331366667,0.2786,0.2851,0.2511,0.098766667,0.108766667,0.079466667,0.0562,0.0726,0.0332,0.361633333,0.378133333,0.355133333,0.285233333,0.286733333,0.254133333,0.3054,0.3091,0.2826,0.044133333,0.049933333,0.008833333,0.0712,0.0784,0.0529,0.329033333,0.335033333,0.281333333,0.384466667,0.389566667,0.376266667,0.3722,0.3808,0.3709
9.75,0.378333333,0.363833333,0.335833333,0.279733333,0.287133333,0.252833333,0.097033333,0.106333333,0.078633333,0.055833333,0.073733333,0.034333333,0.3623,0.381,0.3562,0.2846,0.2856,0.2549,0.306133333,0.310733333,0.283433333,0.044633333,0.049833333,0.009833333,0.072433333,0.079433333,0.052633333,0.3307,0.3352,0.2826,0.386066667,0.391266667,0.377166667,0.375333333,0.384533333,0.374733333
9.84,0.3831,0.367,0.3399,0.2825,0.2901,0.2564,0.0986,0.1064,0.0801,0.056633333,0.073733333,0.034533333,0.3636,0.3798,0.3566,0.286166667,0.285766667,0.254766667,0.306733333,0.312333333,0.285233333,0.0435,0.0496,0.0063,0.072733333,0.078033333,0.052433333,0.3322,0.3362,0.2851,0.387533333,0.393533333,0.379333333,0.380066667,0.387766667,0.378766667
9.92,0.3854,0.3693,0.3437,0.285066667,0.291766667,0.257166667,0.097766667,0.106366667,0.079466667,0.055966667,0.072366667,0.032466667,0.3659,0.3814,0.3587,0.287466667,0.288266667,0.257766667,0.309033333,0.313833333,0.288133333,0.0405,0.0491,0.0079,0.073266667,0.078766667,0.054266667,0.3333,0.3381,0.2861,0.390766667,0.395566667,0.381766667,0.3821,0.3904,0.3813
10,0.388066667,0.371566667,0.344266667,0.288033333,0.293733333,0.259033333,0.0978,0.1074,0.0803,0.0547,0.0724,0.0334,0.367033333,0.383433333,0.359733333,0.288666667,0.289166667,0.259066667,0.311633333,0.315433333,0.291033333,0.038766667,0.049166667,0.009766667,0.076833333,0.079933333,0.055633333,0.333233333,0.335433333,0.286333333,0.3908,0.3963,0.3826,0.384166667,0.393266667,0.383466667
10.09,0.391133333,0.375333333,0.347633333,0.2898,0.2949,0.2589,0.0966,0.1058,0.0803,0.055633333,0.072433333,0.032933333,0.369266667,0.384666667,0.361766667,0.289333333,0.289533333,0.259133333,0.3134,0.3168,0.2922,0.0421,0.0505,0.0092,0.076833333,0.079533333,0.053933333,0.3354,0.3384,0.2879,0.390333333,0.397533333,0.383533333,0.386466667,0.395666667,0.386966667
10.17,0.393866667,0.377166667,0.349866667,0.292866667,0.297166667,0.261966667,0.094533333,0.104933333,0.080533333,0.0548,0.0715,0.0303,0.370466667,0.385466667,0.362366667,0.2892,0.2897,0.2588,0.313966667,0.316366667,0.292466667,0.042766667,0.048266667,0.007366667,0.075533333,0.078233333,0.051533333,0.335466667,0.340266667,0.288466667,0.3909,0.397,0.3835,0.387266667,0.395666667,0.386766667
10.25,0.396033333,0.378333333,0.351233333,0.295566667,0.299566667,0.263866667,0.0971,0.1063,0.0802,0.056066667,0.071766667,0.030666667,0.370333333,0.384933333,0.361133333,0.290166667,0.291366667,0.260366667,0.315033333,0.318333333,0.294933333,0.043333333,0.048233333,0.005933333,0.0741,0.0781,0.0535,0.3358,0.3418,0.2904,0.3905,0.3965,0.3827,0.386866667,0.395366667,0.387666667
